Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0.032634,0.034477,0.079635,0.0085178,-0.0077543,0.026642,-0.0061895,0.025072,-0.010516
-0.07556,-0.079359,-0.019282,0.020505,0.0026392,0.0082224,0.0038471,0.014209,-0.024231
0.035298,-0.015464,0.026358,-0.01822,0.009273,-0.055203,-0.0013568,-0.030162,-0.027199
0.040763,0.013573,-0.028397,0.064023,-0.020382,-0.0089059,0.015907,-0.033276,-0.00012781
0.042144,-0.010272,0.021498,-0.0040532,0.0062067,-0.049818,-0.0017531,-0.02768,-0.023695
-0.057928,-0.07895,0.016411,-0.0094522,0.035002,0.015555,-0.0061366,-0.032396,0.054342
-0.070178,-0.056484,0.0060511,-0.005356,0.062586,0.024832,0.00050213,-0.020249,0.022968
-0.051511,-0.1038,-0.0051681,0.005602,-0.045272,0.0062899,-0.0045548,0.0072599,-0.0087049
-0.056017,-0.12122,0.0013338,-0.0020066,-0.045001,0.013868,-0.0089742,0.0018918,0.0014261
0.046522,-0.017008,0.070792,-0.023672,0.017662,-0.081121,0.0034119,-0.021727,-0.034494
0.027086,0.028456,0.075861,0.00084346,-0.017966,0.016413,0.083585,0.050455,0.021969
-0.046788,-0.07941,0.01826,-0.016346,0.0057078,0.0066346,-0.0085172,-0.030225,0.05271
0.049591,-0.011203,0.050562,-0.018447,0.015107,-0.060541,-0.0082984,-0.0085765,-0.029176
0.070132,0.014301,0.059058,0.0029029,0.012744,-0.0035804,-0.055132,0.026605,-0.017016
0.043433,0.025772,0.058042,0.007211,-0.0011425,0.01229,-0.019788,0.017252,-0.0090664
-0.054148,0.056064,-0.0019643,-0.052767,0.0073606,0.021048,0.0010751,-0.022594,-0.0059813
-0.016019,0.077005,0.031303,0.0010446,-0.03341,0.041373,-0.012768,-0.020506,-0.0069488
-0.043124,-0.11199,0.0030888,-0.0094177,-0.064215,0.0043014,-0.011053,0.00010896,0.0097194
0.051162,0.044057,-0.029293,0.074779,-0.027603,0.01098,-0.00058376,-0.035471,0.012678
-0.075087,-0.07061,-0.022337,0.027172,0.025278,0.010047,0.0084746,0.025857,-0.041304
-0.038294,-0.10594,0.015061,-0.021695,-0.051875,0.00068496,-0.015085,-0.019852,0.046968
-0.029209,-0.089726,0.014465,-0.018679,-0.047409,-0.0031249,-0.011833,-0.015708,0.035603
-0.034224,0.059807,0.0044331,-0.053174,-0.014926,0.02122,0.0014465,-0.023926,-0.0058734
0.018819,0.059394,0.030955,0.036672,-0.02845,0.035728,-0.029137,-0.012414,-0.0047778
-0.084666,-0.027174,-0.029637,0.01393,0.067285,0.0070352,0.0093422,0.025205,-0.033821
-0.079388,0.040508,-0.045154,-0.001872,0.032497,-0.032251,0.0039426,0.024733,-0.0029847
-0.050734,0.05473,-0.048336,0.027854,-0.015558,-0.06703,0.0038146,0.02653,0.024457
-0.031635,0.047864,-0.032786,0.013459,-0.021413,-0.052194,0.0010463,0.01697,0.022872
-0.074658,-0.10336,-0.0031351,0.010849,0.023309,0.024862,-0.00049974,0.0025364,-0.0090906
-0.077154,-0.086868,0.0012425,0.005803,0.05236,0.029666,-6.0426e-05,-0.0091946,0.0065343
-0.069347,0.034379,-0.043953,0.0099865,0.016609,-0.03963,0.0055482,0.024822,0.00041054
-0.080048,-0.020422,-0.034134,0.023088,0.041839,-0.0099212,0.0098348,0.026351,-0.024884
0.079297,0.01164,-0.054939,0.060256,-0.014554,0.010277,0.028708,-0.047786,0.0048569
0.087036,0.0033379,-0.060187,0.05091,-0.010256,0.0088984,0.028592,-0.043397,0.0026633
-0.050212,0.057677,-0.036457,-0.035163,-0.00084534,-0.032049,-0.0028799,0.014094,0.002
-0.050737,0.066965,-0.030913,-0.045068,-0.008414,-0.020733,-0.0051196,0.004129,-0.0036717
-0.080705,-0.067788,-0.013033,0.013724,0.06238,0.027086,0.0053837,0.010614,-0.025308
-0.079332,-0.044402,-0.0071474,0.0014605,0.075999,0.027144,0.0038205,-0.0034779,-0.0044978
0.017118,0.034551,0.071446,-0.0042911,-0.018268,0.031037,0.056295,0.037476,0.010423
0.026201,0.020451,0.06992,-0.0051231,-0.012234,0.010009,0.061266,0.038011,0.0097835
0.059706,-0.0091321,0.069253,-0.019172,0.019452,-0.071309,-0.016622,-0.012552,-0.041408
0.048516,-0.012806,0.055822,-0.02075,0.016273,-0.072291,-0.0097061,-0.020846,-0.039861
0.09193,0.0053781,0.0020452,0.002435,0.014036,0.01102,-0.067379,0.038618,0.0073003
0.083239,-0.0067618,-0.018054,-0.016941,0.014939,0.0040761,-0.050127,0.042477,0.01107
-0.0084302,0.044548,-0.029627,0.073343,-0.032286,-0.034963,0.008977,-0.014915,0.016277
0.025907,0.035015,-0.022191,0.076581,-0.029212,-0.01036,0.0068355,-0.031739,0.0089331
0.093592,-0.0067213,-0.0088706,-0.017842,0.019218,-0.004405,-0.0598,0.03925,0.0034856
0.088581,-0.0050822,-0.0060896,-0.017486,0.01834,-0.00085223,-0.065158,0.047333,0.0067499
-0.039604,0.005171,-0.036037,0.04836,-0.021039,-0.031214,0.014111,0.0016278,-0.0069303
-0.0012826,0.018369,-0.028209,0.064606,-0.026708,-0.030668,0.016338,-0.016308,0.0029343
0.081815,-0.0070754,-0.023744,-0.015734,0.012977,0.0058545,-0.039465,0.037524,0.012877
0.1074,0.00021996,-0.026203,0.0043018,0.014577,0.019239,-0.055746,0.03391,0.015886
-0.0022102,0.07302,0.014276,0.03998,-0.039747,0.024752,-0.023662,-0.02178,-0.0019274
0.001732,0.063694,-0.003918,0.053912,-0.035714,0.0060898,-0.01327,-0.0224,0.0066373
-0.068405,0.0017194,-0.013426,-0.011837,0.071627,0.020057,0.0039934,0.00077285,-0.014184
