Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
-0.091064,-0.10421,0.014396,-0.060073,0.041362,-0.012979,0.0064307,0.0028849,-0.015736,0.027082
0.012453,-0.02394,-0.011935,0.056383,-0.0040123,-0.0068499,0.015268,-0.008717,0.012405,-0.0050166
-0.078043,0.049286,0.027134,-0.020176,0.02506,0.015907,0.055691,-0.0026377,0.020527,-0.029731
-0.10641,-0.016524,0.045644,-0.059171,0.02306,-0.068018,0.024036,-0.011809,0.00026024,-0.020998
-0.036597,0.058586,-0.024383,0.0098178,0.041349,0.058745,0.022764,-0.037937,-0.027198,-0.003214
-0.033294,0.086203,-0.045232,0.020515,0.049997,0.069274,-0.0012812,-0.058126,-0.049823,0.017989
0.020947,0.033417,-0.12579,-0.015577,0.054786,-0.022903,-0.045399,-0.0093099,0.030269,-0.0031511
0.067752,0.012819,-0.094666,-0.058461,-0.030376,-0.018989,0.027795,0.049834,-0.011331,-0.014992
0.057355,0.01836,-0.12649,-0.054242,-0.0064695,-0.029058,0.0074447,0.063984,0.012716,-0.021683
-0.052637,0.081901,-0.0078098,0.010789,0.033344,0.074048,0.035559,-0.017973,-0.01264,0.0032259
-0.034962,0.087391,-0.043193,0.020688,0.050323,0.073184,0.0024665,-0.056999,-0.049988,0.017486
-0.090379,0.11448,0.033869,-0.0026287,0.0099598,0.05203,0.05373,0.018357,0.034019,-0.0075735
-0.075808,0.11331,0.014973,0.0085363,0.020183,0.079422,0.047977,0.0084638,0.014714,0.0067618
0.0067195,0.043034,-0.1074,-0.00029823,0.065713,-0.001702,-0.043649,-0.053102,-0.0062332,0.0018878
0.038332,0.01953,-0.11841,-0.034601,0.018405,-0.027409,-0.015605,0.038293,0.029187,-0.014591
0.074976,0.013672,-0.10173,-0.067395,-0.04099,-0.0198,0.03881,0.05931,-0.024269,-0.019355
0.10043,-0.010965,0.06982,0.018991,0.038535,0.011211,-0.035481,0.002279,0.0091912,-0.023847
0.035461,0.026221,-0.14053,-0.032486,0.039624,-0.034954,-0.035691,0.033845,0.05158,-0.010795
0.11679,0.0036769,-0.0078712,-0.074198,-0.064896,0.004428,0.045687,-0.014063,-0.020875,0.024345
-0.017216,0.065323,-0.068549,0.016198,0.062446,0.046393,-0.016977,-0.077459,-0.054276,0.0089158
-0.014106,0.060315,-0.071619,0.014476,0.062547,0.040308,-0.019482,-0.076226,-0.050285,0.0070006
0.036997,0.025281,-0.14033,-0.034241,0.036496,-0.035214,-0.033021,0.038306,0.05109,-0.011961
0.10376,-0.014918,0.080705,0.060258,0.064548,0.00078777,-0.040912,0.037253,-0.016473,-0.041662
0.03219,0.02714,-0.13875,-0.028808,0.044335,-0.034011,-0.039722,0.026085,0.052035,-0.0089174
0.0098082,0.040809,-0.11232,-0.0030223,0.064834,-0.0082784,-0.046963,-0.045928,0.0036244,0.0018163
-0.029425,0.073864,-0.046271,0.018379,0.05297,0.066603,0.0032347,-0.061832,-0.052143,0.0099753
0.031474,0.027634,-0.13872,-0.027967,0.045721,-0.03374,-0.040816,0.023715,0.05177,-0.0083894
0.057563,0.018565,-0.1267,-0.054444,-0.0066815,-0.029169,0.0075135,0.063837,0.012223,-0.021507
0.0085526,0.041608,-0.11018,-0.0017376,0.065253,-0.0059482,-0.046073,-0.049552,-0.00057272,0.0020015
0.13609,-0.0011322,0.041427,-0.066514,-0.046771,0.015255,0.019633,-0.049986,0.015073,0.0417
0.010472,0.040919,-0.11389,-0.0037825,0.064768,-0.0089692,-0.047115,-0.044317,0.0046783,0.0015766
-0.032277,0.081921,-0.046245,0.019961,0.053453,0.071022,0.0024705,-0.062279,-0.053613,0.013851
0.096396,0.0092023,-0.065718,-0.078263,-0.068829,-0.0089081,0.060293,0.033762,-0.04576,-0.0036579
0.10813,0.0051575,-0.026979,-0.074715,-0.066787,9.3747e-05,0.051166,0.00017116,-0.028167,0.016333
0.085539,0.01146,-0.085359,-0.073767,-0.057254,-0.014493,0.052379,0.049678,-0.039497,-0.013592
0.13238,-0.010262,0.094694,0.0015019,0.040756,0.020042,-0.047072,-0.010486,0.021217,-0.021195
-0.025631,0.075688,-0.056045,0.019279,0.057342,0.061386,-0.0070836,-0.070698,-0.05694,0.013101
0.073891,0.01419,-0.10467,-0.066819,-0.038421,-0.020777,0.036573,0.060406,-0.021529,-0.019825
0.091973,0.010603,-0.077251,-0.077139,-0.063453,-0.012102,0.056823,0.04288,-0.042748,-0.0089925
0.10721,0.0070729,-0.042783,-0.080622,-0.074915,-0.0032752,0.061467,0.012648,-0.0422,0.010431
0.022979,0.031881,-0.13087,-0.017993,0.055864,-0.027063,-0.047206,-0.0031815,0.039973,-0.003742
0.13088,0.0011967,0.01975,-0.074311,-0.061611,0.010666,0.036636,-0.038448,-0.0029193,0.039556
0.037907,-0.020239,0.011297,0.075736,0.017208,-0.018476,0.0098935,0.0091599,0.0014527,-0.00067748
0.0026611,0.046665,-0.1002,0.0039123,0.065923,0.0058145,-0.041392,-0.062881,-0.018606,0.003974
-0.039212,0.091008,-0.036626,0.02075,0.047286,0.07882,0.0088287,-0.049821,-0.045727,0.017889
-0.085246,0.11848,0.033589,0.001992,-0.0068866,0.037519,0.027932,0.022531,0.028616,0.0070707
0.095433,0.009345,-0.066436,-0.077042,-0.065653,-0.0093748,0.057095,0.033462,-0.041116,-0.0032222
0.035141,0.025794,-0.13962,-0.03219,0.039375,-0.034873,-0.035577,0.03422,0.05205,-0.010841
-0.061708,0.11311,-0.0034448,0.017864,0.02425,0.086583,0.027595,-0.0068571,-0.0091565,0.022325
0.030923,0.027889,-0.13854,-0.027349,0.046601,-0.033469,-0.041434,0.022236,0.051512,-0.0081561
-0.083352,0.12361,0.023684,0.0074136,0.011893,0.074731,0.047067,0.018345,0.024533,0.0091928
-0.08737,0.11337,0.029966,-0.00050799,0.013278,0.059749,0.054964,0.016917,0.031204,-0.0053857
0.095542,0.0094065,-0.067652,-0.078231,-0.06879,-0.0093568,0.060678,0.035724,-0.046979,-0.0049944
0.036421,0.02604,-0.14126,-0.033552,0.03842,-0.035249,-0.034625,0.035911,0.051406,-0.011342
0.11779,0.0046825,-0.01742,-0.080159,-0.073896,0.0025814,0.05527,-0.01018,-0.029024,0.02471
-0.093961,0.1036,0.040544,-0.010699,0.0071639,0.029455,0.053565,0.016734,0.038004,-0.018213
0.091402,0.010602,-0.077403,-0.07688,-0.063598,-0.012111,0.057118,0.043361,-0.043771,-0.0095119
-0.00033911,0.049808,-0.095621,0.0064178,0.066025,0.011986,-0.03877,-0.067717,-0.026154,0.0052302
0.10051,0.0085143,-0.058159,-0.079866,-0.072685,-0.0069416,0.062519,0.027001,-0.047094,0.00096838
-0.10909,0.032389,0.055317,-0.049042,0.0088949,-0.067175,0.031758,-0.0074762,0.016586,-0.036932
0.023852,0.031293,-0.13186,-0.019053,0.054947,-0.028058,-0.046842,0.00010496,0.042202,-0.0041648
0.13519,-0.00046038,0.035704,-0.069334,-0.051948,0.014054,0.025108,-0.047824,0.009976,0.042293
0.13231,-0.00082628,0.037846,-0.064275,-0.045013,0.014338,0.019501,-0.043761,0.010384,0.036453
0.021993,0.033635,-0.13107,-0.016773,0.057755,-0.025571,-0.048107,-0.0081615,0.035972,-0.003142
0.11792,0.0045309,-0.015304,-0.079206,-0.072183,0.0029927,0.053272,-0.011205,-0.02725,0.024885
-0.065532,-0.081925,-0.0084872,-0.010755,-0.043242,0.030626,-0.072392,0.017859,-0.020248,0.023761
-0.014793,0.065349,-0.07194,0.015099,0.059982,0.039155,-0.023604,-0.072085,-0.046143,0.011886
0.021524,0.032901,-0.12952,-0.016242,0.05757,-0.025595,-0.048125,-0.008411,0.036805,-0.0029636
0.099571,-0.014967,0.076823,0.063509,0.063085,-0.0014225,-0.03787,0.038784,-0.018453,-0.039296
-0.0018452,-0.04237,-0.03377,0.10506,-0.049148,-0.014354,0.026727,-0.039621,0.028742,-0.020543
-0.030254,0.081854,-0.046984,0.019758,0.048686,0.063546,-0.0049754,-0.057328,-0.047511,0.017812
0.074757,0.010264,-0.070931,-0.05991,-0.042312,-0.012559,0.035585,0.033118,-0.021332,-0.0049878
0.12029,0.0040546,-0.010641,-0.079437,-0.072286,0.0040944,0.052378,-0.015745,-0.024505,0.027864
0.05299,-0.025035,0.023626,0.13316,0.036608,-0.042232,0.018895,0.043887,-0.02592,0.0094313
0.076017,-0.015482,0.051835,0.076635,0.046899,-0.013769,-0.016609,0.036745,-0.021024,-0.017439
0.01545,-0.037517,-0.022197,0.13732,-0.015787,-0.044187,0.049719,-0.0113,0.01572,0.021474
0.024062,-0.029273,-0.0085156,0.11474,0.0030161,-0.036877,0.035981,0.0036367,0.0060736,0.018122
