Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
-0.14468,0.077781,0.0041096,0.056641,-0.0023684,0.010264,0.025719,0.0071178,-0.0024219
-0.17194,0.093764,-0.017008,0.080197,-0.018189,0.016273,0.021311,-0.0027037,-0.0078594
-0.17466,0.047559,0.037281,0.012806,0.0098073,0.0078926,0.014316,0.011496,0.0085977
-0.16225,0.082152,-0.012508,0.066952,-0.014687,0.011663,0.019922,0.0037761,-0.0015775
-0.17235,0.093536,-0.018628,0.080807,-0.019212,0.01654,0.020972,-0.0032673,-0.0080535
-0.16438,0.084711,-0.024448,0.072675,-0.020981,0.018213,0.014003,-0.0086669,-0.0096832
-0.16992,0.089595,-0.024819,0.081034,-0.024231,0.019762,0.019044,-0.0090549,-0.013331
-0.16446,-0.036318,0.066012,-0.067383,0.026829,0.0082998,0.0033375,0.0045231,-0.0063596
-0.1974,-0.0029137,-0.021519,-0.0035085,-0.031437,0.0087389,0.00062312,0.0168,0.022187
-0.16995,0.089754,-0.024946,0.081237,-0.024307,0.019863,0.019081,-0.009078,-0.013308
-0.19749,-0.006516,-0.020472,-0.0064314,-0.030997,0.0088378,0.0011904,0.017182,0.021922
-0.17826,0.063289,-0.02133,0.055755,-0.026108,0.024018,0.014714,-0.0064629,-0.0051502
-0.1895,0.05198,-0.0053052,0.037563,-0.018521,0.024029,0.0098505,-0.0028072,0.0016045
-0.18205,0.0012942,-0.043954,0.0092374,-0.041086,0.0024175,-0.0019843,0.012765,0.019501
0.0054656,-0.013002,0.096213,0.0032632,0.028048,-0.025672,-0.047124,0.0065837,-0.0081566
-0.033155,-0.022878,0.093091,-0.011427,0.045982,-0.0033811,-0.045789,-0.017857,0.0078665
0.066568,-0.0653,0.082553,0.028142,0.019293,0.0052777,-0.029272,-0.027765,0.016146
0.17394,-0.062766,0.05273,0.076774,-0.019401,0.01433,-0.025243,-0.0028268,0.024302
0.055574,-0.08087,0.071032,0.027651,0.010187,0.015733,-0.016222,-0.03553,0.01247
0.15358,-0.069758,0.042051,0.072708,0.00059615,0.0089701,-0.0098,-0.019138,0.013757
0.15303,-0.070356,0.035103,0.071271,0.0042164,0.0044396,0.0022387,-0.01554,0.0075817
0.099275,0.043937,-0.10209,-0.038633,0.089345,0.013416,-0.029114,-0.014774,-0.019041
