Inf,Inf,Inf,Inf,Inf,Inf
0.16771,-0.014622,0.064485,0.074893,0.015217,0.015665
0.17201,-0.026682,0.032496,0.09011,0.015555,0.012855
0.169,-0.025274,0.023454,0.083519,0.012143,0.0097641
0.21093,0.020437,0.037274,-0.0043758,-0.023012,0.024505
0.18257,-0.036856,-0.0060713,0.093061,0.01141,0.0015491
0.1737,-0.061349,-0.092576,0.079588,0.0076775,-0.014135
0.20938,0.023937,0.040039,-0.0092781,-0.023458,0.023788
0.20183,-0.022443,-0.038046,0.012977,-0.02124,0.014595
0.1899,-0.045731,-0.11285,0.015968,-0.022054,0.0047609
0.014391,0.11845,0.068082,0.0085225,-0.0039974,-0.05554
-0.18451,0.057895,-0.022095,0.04896,-0.045322,-0.020401
-0.15493,0.10392,-0.041926,0.046357,0.0070627,-0.014436
-0.15349,0.10894,-0.039186,0.038232,0.016847,-0.014584
-0.08382,0.093093,-0.037079,0.003431,0.095239,0.058018
-0.1102,0.018444,-0.025769,-0.013221,0.093859,0.061647
0.19055,0.016824,0.089243,0.041359,0.0057209,0.0081079
-0.03753,0.13659,-0.0062398,-0.017952,0.047573,0.00025782
0.15823,0.015593,-0.05864,-0.080242,-0.035922,0.010491
0.04993,0.09324,-0.018947,-0.089174,0.019204,0.04273
0.13,-0.014122,-0.092234,-0.063185,-0.022219,0.014694
0.11228,0.0060101,-0.055191,-0.070639,-0.03521,0.034753
-0.20345,0.084582,-0.034728,0.052741,-0.027101,-0.0046395
-0.13455,-0.072788,-0.0012549,-0.043045,0.090156,0.019926
0.041544,0.077092,0.063219,-0.061673,0.025028,-0.059995
-0.18541,0.0036941,-0.00071739,0.02848,-0.070238,0.00054939
-0.20704,0.039965,-0.013526,0.050605,-0.080466,-0.017383
-0.20789,0.00538,-0.010834,0.011665,-0.0060016,0.011575
-0.12917,-0.10612,0.0080284,-0.059368,0.060758,-0.051282
-0.11761,-0.091229,-0.006039,-0.059377,0.071434,-0.056238
-0.16259,-0.10246,0.0061164,-0.046218,0.032192,-0.047712
-0.18026,-0.10311,0.038349,-0.026916,-0.019949,0.024371
0.055205,-0.0027822,0.096434,0.030697,0.027363,0.0084952
0.18864,0.018488,0.091899,0.039839,0.0062133,0.0074253
0.13915,0.042422,-0.0112,-0.091117,-0.033262,0.031449
-0.20658,0.039855,-0.013408,0.050536,-0.080721,-0.017392
