Inf,Inf,Inf,Inf,Inf
0.16369,0.10185,-0.0017069,0.054304,-0.0038987
0.1673,0.099185,-0.0014076,0.051618,-0.0026545
0.18284,-0.0534,-0.039185,-0.034873,-0.00076524
0.15596,0.094439,0.0047903,0.040509,-0.0032463
0.20951,0.0067783,-0.0093452,0.00067809,0.015373
0.20838,0.010879,-0.0069536,0.0014926,0.014783
0.18078,0.085844,0.052248,-0.024978,0.005202
0.21117,-0.12566,-0.047318,0.0030691,0.02837
0.21179,-0.037926,0.011298,-0.075037,0.026585
0.21122,-0.12743,-0.048523,0.0035866,0.028456
0.21134,-0.12746,-0.048634,0.0034816,0.028484
0.2115,-0.037038,0.01209,-0.075509,0.026521
0.21085,-0.12769,-0.048425,0.0035371,0.028353
0.012082,-0.13681,0.0055591,0.05573,-0.054481
-0.12647,-0.099696,0.093988,0.072601,-0.051444
-0.18112,-0.084482,0.055706,0.038818,-0.023043
0.21167,-0.03413,0.013337,-0.075082,0.026465
0.17933,0.087733,0.053906,-0.024699,0.0046558
0.099216,-0.053943,-0.070682,-0.040136,-0.044225
0.2125,-0.12422,-0.048462,0.0012811,0.028421
-0.13977,0.017269,-0.08208,-0.066655,-0.096702
-0.14949,0.016141,-0.093052,-0.084838,-0.11195
-0.064603,0.011191,-0.090545,-0.07917,-0.1602
-0.25111,-0.0017236,-0.0084471,-0.053004,0.029957
-0.25027,-0.0013153,-0.010345,-0.053716,0.029155
-0.25711,0.015737,-0.020477,-0.01725,0.077246
-0.26401,-0.032037,0.041664,-0.00078928,0.032558
-0.26429,-0.031849,0.041302,-0.0010787,0.0328
0.072119,0.11148,-0.044589,0.084247,-0.0042062
0.093563,0.12422,-0.028864,0.097512,-0.024624
0.0015598,0.14629,-0.041094,0.11196,-0.021964
-0.19243,0.033548,-0.076263,-0.01376,0.060862
-0.20375,0.035041,-0.092052,-0.036517,0.024102
-0.12025,0.099165,-0.029211,0.030548,0.021762
-0.25695,0.016094,-0.021349,-0.017352,0.077792
-0.2576,-0.013747,0.034378,-0.016392,0.048797
-0.11026,0.0071601,0.11591,0.073697,-0.050192
0.047639,0.07787,0.11785,-0.024611,-0.0041192
0.047487,0.078989,0.11737,-0.022427,-0.0043244
0.084263,0.10711,0.019384,0.046568,-0.022271
-0.25362,-0.015108,0.038549,-0.01391,0.045587
-0.21888,-0.050925,0.083249,0.028727,-0.023944
-0.12691,-0.056316,0.087175,0.052482,-0.064006
Inf,Inf,Inf,Inf,Inf
0.15949,0.093399,0.0078984,0.019479,0.0043355
0.16055,0.068702,0.0058546,-0.020642,-0.0063293
0.22075,0.017569,0.0048693,-0.016897,0.029165
0.15762,0.10215,0.021684,0.017585,0.0015294
0.22045,0.012775,0.0035387,-0.017235,0.029228
0.2198,0.015775,0.0050356,-0.016499,0.02888
0.22013,0.018299,0.0057004,-0.016406,0.028917
0.20618,-0.1192,-0.035391,0.020766,0.027
0.20611,-0.11988,-0.035667,0.020867,0.026982
0.20666,-0.11968,-0.035746,0.020466,0.027228
0.20695,-0.11959,-0.03607,0.019658,0.02731
0.18625,-0.03971,0.01491,-0.035201,0.016432
0.20673,-0.11975,-0.036137,0.019638,0.027202
0.014298,-0.13915,0.015302,0.089446,-0.066505
-0.043767,-0.13362,0.050877,0.052771,-0.033733
-0.23657,-0.046984,0.10334,-0.0080988,-0.01359
0.18658,-0.037688,0.015704,-0.035244,0.016551
0.16321,0.08271,0.045654,-0.01007,0.0017315
0.10733,-0.061765,-0.055249,-0.0756,-0.036086
0.10932,-0.062948,-0.05511,-0.074944,-0.034996
-0.15934,0.026124,-0.10382,-0.056443,-0.12006
-0.15941,0.026122,-0.1038,-0.056442,-0.12001
-0.063799,0.0095444,-0.085329,-0.083897,-0.13968
-0.24023,-0.0018732,-0.0089598,-0.047961,0.039569
-0.20242,-0.0021533,-0.026824,-0.068503,-0.037754
-0.26013,0.022322,-0.030184,0.0040949,0.084165
-0.26703,-0.027241,0.043334,0.00091044,0.040163
-0.26702,-0.027285,0.043426,0.00090882,0.040114
0.071824,0.10754,-0.033947,0.054919,0.0020535
0.087515,0.097067,-0.01631,0.040005,-0.012055
-0.00058824,0.14874,-0.020526,0.093871,-0.022374
-0.19488,0.04512,-0.076686,0.029467,0.057494
-0.21156,0.041593,-0.094705,0.00054379,0.02256
-0.11562,0.10843,-0.013649,0.031409,0.022627
-0.26001,0.022497,-0.030587,0.0043106,0.08464
-0.2651,-0.0065872,0.038972,-0.032787,0.06263
-0.13878,-0.037873,0.13697,0.00036419,-0.040878
0.031494,0.074774,0.091791,-0.0060137,-0.0036081
0.094769,0.12292,0.062825,0.026305,-0.02502
0.084656,0.12151,0.035788,0.041954,-0.023205
-0.26312,-0.0075993,0.042184,-0.032964,0.061128
-0.23666,-0.046807,0.10307,-0.0082477,-0.013492
-0.049944,-0.093262,0.029477,0.11528,-0.09305
