27.039,33.827,36.48,29.3,26.67,31.97,24.139,49.929,100.99,87.786,72.746,86.408,77.606,29.86,0,73.186,80.615,88.844,78.417,101.9,105.55,89.577,117.53,98.79,125.57,120.12,80.013,18.822,78.424,74.815,40.666,56.95,42.267,87.229,77.096,79.612,80.783,66.756,91.407,82.691,84.744,86.451,67.857,69.509,74.9,73.583,69.993,82.937,62.49,82.458,81.4,63.686,55.795,41.315,35.051,71.159,65.037,80.608,0,129.75,135.18,148.04,152.72,156.74,170.73,167.59,184.37,193.89,216.31,197.46,172.09,213.12,121.85,92.909,75.431,142.07,137.5,105.08,92.198,106.54,78.574,88.402,75.477,93.633,116.72,109.43,85.831,112.02,114.28,126.22,120.82,125.97,119.54,131.64,127.6,150.91,152.22,115.71,113.01,151.44,139.38,149.35
0,23.133,24.363,24.18,60.209,39.065,20.616,106.76,49.738,109.6,122.43,112.95,106.14,27.608,0,45.329,45.821,46.947,39.354,59.791,62.061,51.986,47.554,43.162,38.17,28.772,32.537,23.325,61.92,71.797,65.689,32.716,37.654,47.61,42.963,95.588,116.94,102.22,134.66,124.6,143.75,151.59,145.07,50.218,54.505,54.929,55.305,88.766,57.045,116.52,130.18,86.395,84.748,81.673,70.706,87.945,90.753,73.261,0,106.09,106.44,104.98,115.98,104.73,108.07,120.36,78.789,64.579,65.836,50.811,67.438,39.89,0,0,136.93,122.46,119.59,62.115,54.806,134.66,131.12,115.26,123.27,153.69,211.28,185.02,181.14,121.91,128.17,136.25,159.79,174.26,151.68,186.14,199.74,170.72,191.02,169.75,151.04,165.46,148.55,117.06
0,0,22.222,20.168,34.752,25.235,19.921,101.05,114.85,80.808,93.868,118.81,75.544,37.645,0,68.65,62.115,59.011,43.514,60.019,60.817,50.435,53.833,45.36,51.98,50.012,22.349,18.394,42.634,48.492,57.251,29.498,25.803,61.799,61.673,88.482,88.819,79.354,107.56,94.041,105,113.72,106.58,69.067,71.063,70.589,74.18,91.136,57.864,86.806,93.452,50.368,48.349,34.641,37.1,57.794,62.066,51.088,0,131.21,121.27,119.11,130.94,115.52,115.67,128.5,125.58,125.71,131.29,123.11,173.81,101.97,0,213.48,125.23,140.33,161,99.16,73.112,130.19,106.01,107.88,129.65,112.33,178.27,181.18,169.54,137.91,143,152.5,150.39,154.12,152.5,158.8,174.93,178.62,207.32,161.03,140.18,173.19,162.25,136.34
0,0,0,20.187,39.417,19.238,22.212,85.144,117.92,95.657,99.265,94.191,80.97,35.501,0,70.209,70.256,73.938,63.637,83.37,87.654,72.847,97.054,79.09,107.47,113.55,64.723,18.169,52.798,60.813,42.995,63.119,53.448,74.927,68.053,90.618,88.428,77.32,121.01,91.962,109.69,122.52,111.02,68.057,73.23,73.163,73.424,91.384,64.056,91.95,101.42,62.981,63.444,43.375,41.785,70.431,65.494,61.128,0,131.9,127.66,134.89,145.25,139.93,146.78,153.89,173.37,172.44,225.63,216.37,161.3,0,0,0,104.6,157.17,145.06,102.77,77.425,124.72,122.04,107.07,101.97,117.2,181.55,166.31,167.91,134.71,146.15,160.9,149.94,157.87,148.27,161.46,177.7,175.02,0,134.33,140.95,176.51,219.68,125.89
0,0,0,0,18.394,27.428,57.26,79.795,123.26,118.63,96.324,78.54,97.822,66.929,0,96.039,116.04,118.89,99.364,114.01,110.27,103.27,107.98,88.236,97.426,99.037,52.666,44.552,16.927,21.512,17.202,70.398,45.573,89.18,87.901,40.678,40.009,57.604,27.238,37.391,54.376,55.448,34.342,77.809,89.318,90.6,78.621,68.713,75.139,69.631,52.75,52.315,51.865,54.742,38.898,36.845,22.909,42.845,0,145.29,170,176.58,178.75,184.61,173.31,183.99,171.33,194.38,175.17,165.79,185.42,120.46,0,107.11,88.973,178.73,156.98,111.56,108.67,100.07,58.886,77.768,45.65,62.903,109.73,102.63,80.288,121.11,124.64,147.64,123.05,123.36,132.01,125.07,122.83,141.58,156.62,150.02,135.37,152.49,133.3,188.38
0,0,0,0,0,16.266,24.735,87.952,129.79,72.644,84.409,96.797,95.472,38.684,0,91.733,119.03,119.72,110,100.19,108.04,98.359,87.81,72.341,82.907,72.002,28.578,18.769,14.993,19.105,27.776,44.819,21.514,107.79,116.52,99.221,95.787,91.607,94.358,99.218,105.85,115.5,105.49,85.053,88.855,92.374,92.016,103.94,80.563,94.62,95.158,46.825,53.372,46.535,43.53,42.602,32.185,25.012,0,150.83,180.83,193.06,189.81,196.91,182.33,235.5,114.96,259.41,0,0,0,0,0,0,152.61,0,203.63,165.56,77.346,134.43,116.31,106.14,149.98,114.86,179,183.01,166.01,144.49,140.96,164.12,161.59,166.81,167.59,168.21,182.52,179.6,184.13,151.59,191.04,179.86,181.08,113.17
0,0,0,0,0,0,14.238,44.23,26.138,38.154,36.118,68.411,46.557,19.552,0,133.72,127.37,93.865,95.058,66.951,76.699,84.512,52.928,28.112,39.867,27.791,15.993,15.806,49.697,52.594,82.371,58.681,46.576,47.107,25.873,124.01,119.38,107.64,0,128.23,142.17,126.95,122.51,104.72,0,118.83,167.74,150.36,132.64,132.38,120.08,70.023,68,0,0,72.727,77.018,70.046,0,141.63,194.27,128.04,256.91,98.725,108.71,124.8,72.04,46.877,59.556,47.908,55.522,36.766,0,76.172,0,140.03,70.726,43.079,33.982,192.49,0,0,0,248.95,155.85,151.19,161.12,102.45,0,95.813,141.29,183.16,132.66,149.6,154.04,89.918,0,0,0,95.647,86.144,93.345
0,0,0,0,0,0,0,26.561,34.565,36.52,28.25,26.631,32.359,26.131,0,95.793,127.18,144.15,136.34,157.46,173.21,153.53,175.37,178.25,179.73,158.99,170.04,45.773,0,0,71.627,131.09,117.63,58.374,82.988,72.042,57.794,50.11,79.046,95.777,110.76,109.45,90.305,79.765,84.434,86.421,94.588,111.99,90.418,124.47,123.64,127.44,121.72,95.393,81.672,136.2,134.14,155.13,0,72.338,77.019,88.034,77.765,101.52,106.16,91.49,122.21,99.135,124.15,115.47,80.14,119.4,72.974,71.413,38.812,57.513,40.872,79.007,69.066,82.703,81.654,71.11,58.232,79.697,80.984,81.613,62.612,67.945,69.303,72.916,67.286,80.951,62.757,81.651,79.875,61.414,61.215,43.887,35.091,71.867,72.533,81.286
0,0,0,0,0,0,0,0,23.738,24.149,24.494,61.466,39.894,18.006,0,113.48,83.39,90.415,84.747,102.05,108.6,106.42,77.176,66.533,62.635,52.637,79.919,39.73,131.86,0,75.928,116.09,135.18,72.033,59.397,118.74,131.46,121.71,135.06,146.15,229.39,247.09,203.71,122.06,135.33,137.35,150.11,167.34,149.55,189.91,206.89,189.57,0,157.54,157.52,177.32,194.88,172.74,0,44.753,46.033,44.96,44.801,55.005,55.392,52.207,46.549,38.502,43.299,28.887,32.597,21.794,64.589,72.225,54.939,32.087,37.992,36.911,37.599,105.07,117.76,91.433,132.08,118.43,141.34,152,145.73,47.965,50.153,53.122,52.031,81.949,55.695,107.03,127.82,81.199,84.623,79.071,76.333,92.144,88.004,71.687
0,0,0,0,0,0,0,0,0,22.37,19.877,38.957,25.395,19.468,0,128.7,116.41,114.84,127.5,114.14,116.23,127.68,117.72,120.28,111.37,90.684,130.55,42.281,0,107.58,139.75,134.82,165.6,94.33,66.545,133.65,126.17,100.99,137.23,110.87,198.62,195.18,183.59,143.28,138.58,151.51,157.32,160.5,161.46,168.76,183.57,182.35,196.22,184.06,111.35,174.4,166.62,142.16,0,66.508,59.501,60.971,45.449,60.256,56.884,49.693,56.362,41.602,61.226,48.059,27.43,35.191,45.344,47.679,45.598,24.455,27.582,56.426,54.815,93.682,90.42,79.548,96.146,94.555,103.36,111.02,109.44,67.041,66.545,66.966,69.909,89.621,57.14,88.054,92.931,52.985,52.099,41.792,33.797,61.092,62.175,53.312
