Inf,Inf,Inf,Inf,Inf
-0.042805,0.095462,-0.031191,0.0040278,0.068204
-0.044087,0.061333,-0.033539,0.021737,0.054023
-0.14582,-0.0089734,-0.0024866,-0.041358,0.038665
-0.097325,0.03968,-0.035143,-0.033226,0.060835
-0.097776,-0.046648,-0.019695,-0.0032653,0.025796
-0.171,-0.078934,0.01752,-0.038244,0.0059628
-0.14025,-0.069819,-0.015642,-0.034368,0.01823
-0.16694,-0.096782,0.014201,-0.030664,-0.0019406
-0.14507,-0.083211,0.003683,-0.032783,-0.0011756
-0.12424,-0.11365,0.0054573,0.0096497,-0.015242
-0.097673,-0.10096,0.00080558,0.01892,-0.012525
-0.099766,-0.087433,-0.03345,-0.035321,-0.0043576
-0.069423,-0.084207,0.0041174,0.031097,-0.013549
0.067055,-0.10232,-0.091467,0.076216,0.036726
0.067202,-0.093577,-0.075245,0.085327,0.043355
0.097906,-0.038985,-0.030307,0.0031312,0.005145
-0.1247,0.0045702,-0.035892,-0.041341,0.043274
0.06891,0.047869,-0.050466,-0.037601,-0.041323
-0.14203,-0.017122,0.049107,0.017882,-0.0078423
-0.14825,-0.065843,0.0373,0.0071482,-0.011718
0.030639,0.05503,0.10384,0.11057,-0.060484
0.033677,0.047758,0.11102,0.10498,-0.055397
-0.018024,0.055801,0.085539,0.10021,-0.045137
0.10207,-0.028202,0.12481,0.039441,0.038787
0.052863,0.039434,0.1172,0.084835,-0.046423
0.080951,-0.012499,0.054921,0.021921,0.0062645
0.11281,-0.047966,0.1125,-0.031877,0.088888
0.10958,-0.045167,0.10545,-0.034544,0.086816
-0.0055576,0.11344,-0.024011,0.080242,0.051468
-0.010064,0.11661,-0.044519,0.065374,0.074974
-0.0073236,0.10814,-0.026369,0.03257,0.064026
0.020118,0.11008,0.021719,0.081519,-0.011043
0.07057,0.066879,0.036538,-0.0087101,0.066349
0.036376,0.10636,-0.035507,-0.014967,0.019246
0.1018,0.057508,-0.0038213,-0.024183,-0.046807
0.13331,0.0029788,0.025507,-0.074987,-0.002889
0.10658,0.0052905,-0.081789,-0.087531,-0.08875
0.08514,-0.00025201,-0.072762,-0.070092,-0.077785
0.11339,0.018394,-0.079841,-0.10337,-0.10642
0.088182,0.069434,-0.044093,-0.04761,-0.087502
0.082219,-0.010493,-0.0358,-0.00037235,0.00053647
0.12968,-0.015766,-0.04848,-0.057154,-0.043847
0.11123,0.0080053,-0.084146,-0.10435,-0.1023
Inf,Inf,Inf,Inf,Inf
-0.059032,0.090066,-0.018003,0.010976,0.075597
-0.060498,0.05708,-0.011725,0.023355,0.053453
-0.15836,-0.020474,0.0030158,-0.025927,0.028808
-0.11954,0.032002,-0.018426,-0.017984,0.057135
-0.10616,-0.035295,-0.0015304,-0.0064592,0.019229
-0.16501,-0.076254,0.01433,-0.028508,-0.0024604
-0.1446,-0.0626,-0.0055183,-0.03119,0.0054227
-0.15574,-0.095169,0.0070369,-0.027984,-0.011888
-0.13285,-0.079415,-0.0046732,-0.029411,-0.0078183
-0.090915,-0.092503,0.011022,0.0046423,-0.013323
-0.073122,-0.080658,0.013641,0.011658,-0.01142
-0.047463,-0.084272,-0.055148,-0.028705,-0.015893
-0.06935,-0.082994,0.012014,0.01422,-0.013911
0.086571,-0.11745,-0.083758,0.066635,0.063607
0.084412,-0.11346,-0.080505,0.065363,0.059831
0.10064,-0.060625,-0.03872,0.024426,0.034093
-0.13278,-0.027728,-0.02683,-0.037214,0.013914
0.052894,0.043584,-0.070146,-0.037233,-0.048137
-0.13417,-0.019971,0.045027,0.028001,-0.0056525
-0.13448,-0.0031152,0.019846,0.010507,0.027414
0.027632,0.05047,0.079552,0.11014,-0.034998
0.037367,0.034499,0.12485,0.10704,-0.037944
0.017832,0.075578,0.069109,0.10316,-0.025386
0.076367,0.007413,0.13734,0.076771,-0.0067898
0.076033,0.03489,0.11496,0.079786,-0.025434
0.062446,-0.0058125,0.051639,0.02124,-0.0037726
0.10361,-0.034682,0.1315,-0.067884,0.066852
0.10258,-0.035397,0.13255,-0.067094,0.066976
-0.011553,0.12155,-0.014802,0.061748,0.077616
-0.0090096,0.088095,-0.026107,0.049896,0.080994
-0.018122,0.094496,-0.016791,0.019037,0.065094
0.020053,0.098158,0.022202,0.080559,0.0067658
0.057218,0.076848,0.038715,-0.029057,0.050982
0.043148,0.092754,-0.051521,-0.043754,-0.012749
0.082754,0.0806,-0.039939,-0.0362,-0.065254
0.13106,-0.020548,0.083362,-0.074683,0.031755
0.09746,0.011067,-0.091292,-0.073268,-0.098237
0.07995,0.01024,-0.080828,-0.0659,-0.092637
0.099104,0.026877,-0.091539,-0.082521,-0.11662
0.077015,0.062822,-0.067088,-0.046428,-0.089533
0.081892,-0.022694,-0.04403,0.0076393,0.0048072
0.11593,-0.03032,-0.074912,-0.045773,-0.049191
0.10533,-0.0064821,-0.095439,-0.068783,-0.087773
