Inf,Inf,Inf,Inf
-0.091387,-0.068512,0.1109,-0.070403
0.16327,0.025059,0.0061606,0.036846
0.15156,-0.058326,-0.069205,-0.013451
Inf,Inf,Inf,Inf
-0.11148,0.035293,-0.02025,0.095044
-0.099357,0.087171,-0.044099,-0.093504
-0.13173,0.031665,0.01908,-0.0010625
-0.13614,-0.019576,0.017743,0.034385
-0.12927,-0.00014051,0.039897,-0.057845
-0.078324,0.002707,-0.016451,0.063074
-0.16243,0.036907,-0.01305,0.020711
0.12488,0.06398,0.011075,-0.023331
-0.14509,0.079244,-0.037327,0.051576
0.15521,0.064764,0.041977,0.018181
-0.10975,-0.025263,0.072157,-0.061312
-0.12171,0.080445,-0.048129,-0.047872
0.062578,-0.12156,-0.095667,0.0066796
0.15709,-0.048348,-0.059242,-0.015196
0.14228,0.064496,0.027104,-0.011591
0.15666,0.043558,-0.012888,-0.028296
-0.09437,0.061155,-0.026574,0.076236
0.013913,-0.12325,-0.082456,-0.010732
0.013576,-0.03566,-0.038376,0.053765
0.055277,-0.05625,0.0017664,0.026488
-0.10991,-0.016911,-0.0075978,0.082689
0.14886,0.050959,0.02734,0.03648
0.17155,0.014527,0.0067218,0.027279
0.13389,-0.0060181,-0.051671,-0.032701
-0.10949,-0.026979,0.017195,0.026432
-0.089041,-0.04687,0.065953,-0.042005
-0.068736,-0.097572,0.0068686,0.033433
0.18774,0.075553,0.029201,0.009389
-0.10651,0.032468,0.045314,-0.11782
-0.062472,-0.041455,0.093684,-0.061565
0.11082,-0.04596,-0.013975,-0.010907
Inf,Inf,Inf,Inf
-0.092725,-0.06903,0.086717,-0.076987
0.15709,0.0053734,-0.051053,0.011015
0.16118,-0.041505,-0.062487,-0.0049288
Inf,Inf,Inf,Inf
-0.14089,0.024363,-0.010312,0.11899
-0.083867,0.098573,-0.046812,-0.10771
-0.13582,0.045274,0.010631,0.0069071
-0.13037,-0.021482,-0.0016149,0.068231
-0.1156,0.026925,0.01338,-0.090838
-0.078858,-0.0085427,-0.023602,0.058989
-0.15846,0.016417,0.0035419,0.02117
0.1296,0.062356,0.061377,-0.0065562
-0.15193,0.063924,-0.014575,0.061956
0.15505,0.051681,0.0019429,0.0099532
-0.098605,-0.030312,0.053449,-0.055065
-0.12797,0.09249,-0.047474,-0.062417
0.060871,-0.10901,-0.094097,0.014518
0.15827,-0.045207,-0.055976,-0.011649
0.14965,0.05889,0.057469,0.0012407
0.15842,0.038578,0.038686,-0.0006675
-0.12673,0.039099,-0.007574,0.09866
0.030403,-0.10318,-0.076101,-0.0025167
0.02399,-0.038422,-0.063545,0.030563
0.058905,-0.063944,-0.0059546,0.0037253
-0.11259,-0.018002,-0.0085495,0.10536
0.15658,0.056748,0.01016,0.019591
0.16008,0.00041906,-0.03896,-0.0020413
0.13714,-0.010352,0.0019543,0.0018977
-0.10944,-0.03727,0.024342,0.011545
-0.087316,-0.028201,0.043527,-0.046081
-0.066691,-0.10614,0.026566,0.0091187
0.15303,0.08074,0.059259,0.016099
-0.073947,0.056258,0.017068,-0.11973
-0.042578,-0.038318,0.08687,-0.063564
0.074794,-0.037143,0.016052,-0.023433
