24.601,33.479,36.619,29.406,27.304,35.693,29.405,43.503,91.83,94.144,80.024,65.054,82.122,59.117,0,71.346,87.595,77.334,71.378,77.231,73.209,77.963,84.354,78.234,56.11,96.434,96.382,62.483,120.16,80.36,36.198,73.098,88.104,102.7,92.323,87.121,71.224,68.046,68.597,78.973,103.7,98.01,84.987,82.259,72.906,70.654,119.5,84.053,47.072,60.729,0,143.4,118,137.49,86.023,88.865,108.22,107.48,122.92,149.1,60.569,96.397,194.28,71.757,172.9,155.75,61.697,117.22,152.16,170.42,156.69,86.702,138.29,81.901,132.12,88.671,147.33,155.96,130.82,98.591,156.57,140.8,179.18,144.09,150.32,151.91
0,21.375,25.352,23.933,66.734,39.357,20.929,94.382,39.405,108.27,118.95,153.2,98.631,21.414,0,104.16,54.828,40.183,44.669,148.33,71.291,90.933,115.48,87.969,122.67,143.23,37.261,135.5,38.544,90.13,84.475,44.064,43.318,53.602,50.998,144.5,50.149,58.947,41.284,74.968,36.546,55.265,54.733,76.994,82.476,59.25,57.733,74.948,88.96,34.694,0,176.44,78.485,99.763,37.619,218.16,169.89,200.65,154.46,210.01,137.66,203.36,58.233,214.72,56.707,183.92,151.92,82.444,114.16,105.95,115.62,208.95,107.32,56.176,95.382,139.58,59.732,105.08,95.528,140.79,190.55,131.63,85.894,159,134.32,122.24
0,0,20.834,18.961,42.144,21.226,17.853,75.546,87.185,70.168,73.662,143.11,64.584,45.561,0,79.546,61.285,60.016,66.382,102.15,47.454,64.23,89.444,60.956,83.644,105.16,39.207,106.08,40.745,63.257,53.884,73.942,50.987,54.528,49.494,108.79,68.55,68.324,62.988,91.192,54.236,59.631,65.637,87.701,58.221,72.626,64.569,54.798,36.907,27.489,0,163.91,99.202,116.44,84.552,173,114.17,158.05,161.24,163.26,118.56,179.82,133.57,153.41,119.23,173.87,146.41,113.87,124.46,132.67,126.71,173.28,142.97,75.71,124.8,141.94,103.41,119.54,110.86,161.97,176.71,152.88,120.99,136.96,163.04,150.52
0,0,0,23.053,39.593,18.249,21.085,71.315,101.46,86.259,104.13,116.04,82.194,52.828,0,87.741,71.126,64.631,65.157,100.13,71.72,84.746,91.447,89.298,74.395,102.96,70.403,98.751,102.48,92.265,57.921,73.266,67.675,78.481,67.386,108.68,71.027,64.925,65.313,85.984,91.714,75.942,73.893,83.992,80.986,72.976,103.89,70.814,48.501,66.426,0,157.31,111.73,124.69,76.849,164.09,96.3,147.71,162.38,165.02,112.63,178.93,195.59,154.52,150.81,172.29,125.01,113.8,140.11,154.15,148.72,178.84,146.14,75.796,126.69,134.21,110.64,135.07,120.82,157.58,172.61,143.22,134.62,146.87,116.52,149.12
0,0,0,0,16.495,21.19,63.171,80.64,127.31,133.82,100.92,94.34,114.63,98.583,0,66.671,103.06,133.67,51.931,55.241,17.877,32.838,67.964,47.188,28.423,75.196,92.373,34.788,120.34,58.769,16.673,92.761,123.78,117.07,114.51,59.896,91.948,63.427,108.77,48.164,141.49,133.26,126.55,71.603,56.425,67.498,128.44,43.382,56.548,53.698,0,140.41,204.13,205.58,69.126,111.39,100.44,137.71,134.93,158.3,80.225,122.76,244.83,96.838,201,161.38,85.905,130.02,203.04,239.55,228.81,112.91,141.2,82.325,167.19,108.5,163.2,216.86,193.79,121.9,165.84,139.74,170.89,195.53,169.28,149.85
0,0,0,0,0,14.83,26.919,59.693,67.344,66.152,74.385,128.84,65.587,46.031,0,73.853,109.18,104.87,89.523,108.81,19.887,29.945,93.345,39.331,91.014,104.56,65.512,99.294,92.217,44.972,32.177,93.513,129.11,98.262,91.066,107.35,92.6,98.742,94.013,102.85,158.69,114.2,98.069,104.28,35.903,88.187,111.42,23.784,51.489,22.151,0,182.01,115.94,199.88,112.7,175.38,80.715,157.18,168.13,157.27,128.15,191.52,195.33,175.72,162.15,161.24,104.14,155.7,171.77,244.11,220.19,166.12,171.9,117.23,159.48,151.47,181.41,186.86,175.36,169.79,172.08,165.9,0,109.39,181.01,186.11
0,0,0,0,0,0,13.871,23.463,24.037,40.84,38.272,124.61,43.768,25.109,0,101.41,47.939,120.78,29.633,141.2,60.906,69.894,127.67,69.529,125.95,129.17,29.794,124.09,27.024,71.876,68.009,119.22,110.17,57.139,69.466,138.64,98.402,85.904,103.27,139.45,22.367,61.939,70.692,136.58,69.425,121.86,60.121,68.574,80.751,32.691,0,202.73,66.384,174.04,23.105,146.18,86.342,113.09,187.78,104.85,174.25,168.65,55.644,172.94,53.239,115.73,119.09,182.21,140.19,93.989,100.19,175.97,161.67,135.6,146.21,186.47,53.024,90.649,85.398,204.39,90.471,125.73,81.319,85.297,82.43,99.906
0,0,0,0,0,0,0,23.942,34.393,35.677,27.514,28.707,38.044,38.369,0,145.07,97.46,134.6,85.357,87.71,93.659,113.2,118.28,142.93,74.233,102.45,192.22,72.097,182.03,146.59,66.94,114.15,154.34,173.21,155.72,93.982,135.43,89.534,129.95,103.56,139.02,151.08,131.72,105.04,142.32,136.89,183.67,99.682,143.91,152.97,0,71.872,79.6,85.756,66.854,79.727,81.568,78.511,86.202,78.124,48.462,93.4,100.47,59.878,123.16,81.122,38.923,72.448,82.068,105.63,91.899,84.375,69.615,64.019,69.192,78.338,119.59,98.599,83.953,82.478,68.314,69.112,122.79,86.43,44.6,51.935
0,0,0,0,0,0,0,0,22.945,24.602,24.047,58.718,34.196,25.711,0,164.27,60.905,89.042,48.498,222.15,104.48,161.66,165.91,177,118.47,203.98,61.203,188.88,58.657,167.46,159.38,81.01,101.1,92.985,103.4,194.91,113.87,66.371,91.158,121.34,51.82,93.188,88.543,140.4,160.22,136.46,82.764,112.78,174.56,107.71,0,92.77,36.052,37.94,29.259,154.63,72.351,95.025,101.61,89.844,110.17,140.09,32.41,127.75,39.801,93.802,91.409,43.58,39.393,51.944,45.632,143.02,51.593,42.505,43.315,80.26,29.317,46.947,46.462,77.632,77.195,56.596,51.009,63.405,69.894,31.765
0,0,0,0,0,0,0,0,0,19.763,18.053,35.382,20.307,17.683,0,166.68,77.057,113.94,87.04,174.1,102.06,144.59,162.64,146.59,119.44,178.46,132.29,158.48,124.27,155.3,140.69,117.06,123.29,126.91,124.56,179.8,143.17,99.525,123.81,138.09,103.71,116.71,113.55,156.81,153.54,150.36,132.04,116.34,162.23,150.39,0,73.995,54.504,65.357,62.525,108.27,45.318,64.8,89.84,54.049,83.769,101.38,38.294,96.229,42.368,59.068,65.691,71.962,46.858,53.706,49.901,105.05,64.854,62.563,63.796,90.992,56.529,59.716,62.989,90.693,52.644,66.12,60.5,44.239,42.586,25.266
