41824,64581,47792,27802,46377,10532,3005.8,4002.2,1139.8,1267.2,958.01,557.48,185.97,166.18,0,1325.9,711.63,8746,1702.7,2586.6,435.27,4863.5,12354,5433.8,1566.9,13464,1085,9388.3,40.61,8778.2,5139.5,7951.3,5051.9,310.6,3350.5,2528.3,28344,2198.6,43467,12151,41.328,5004.5,30659,38787,7563.4,19882,41.243,781.06,485.65,9257.2,0,157.11,89.67,762.58,417.99,596.2,44.003,120.22,1426.5,180.05,328.01,840.17,35.903,444.64,17.694,365.3,438.42,3332.1,208.69,61.37,148.29,244.16,1701.7,1440.5,6205.5,3689.8,16.507,510.42,2927.8,5424.2,302.97,1665.1,4.8919,9.2159,28.037,178.95
0,14184,71934,37802,1453.1,637.54,2452.3,1427.5,3205.8,758.2,211.28,49.894,11.034,1867,0,456.74,5258.5,33558,3371.1,32.957,169.1,530.43,1426.2,1011.6,374.99,456.71,35555,215.53,10849,2040.4,380.56,6378.5,26972,7754.1,32764,56.282,16804,3379.5,60765,1691.8,4359.6,61763,1.1383e+05,6773.2,1999.1,7298.6,5948.4,466.99,69.959,16785,0,10.629,775.61,4726.4,998.85,6.9934,8.0102,8.1941,201.11,37.894,29.896,17.089,3474.2,7.0701,6297.7,61.992,63.525,293.63,1664,1281.9,1629.9,1.744,168.83,570.15,1670.9,183.49,868.61,10748,15807,259.84,37.431,116.96,948.96,5.31,2.2162,421.7
0,0,28315,23682,4593.4,5296.6,14165,1151.6,574.77,566.95,205.37,145.87,101.3,204.65,0,1677.4,1452.4,7562.5,1551.4,591.77,1458.5,6147.7,6633.1,8997.1,666.33,6120.9,17834,2104.1,2685.1,14070,1187.2,2720.4,8691.3,3113.9,14048,534.35,24505,1387.7,32710,4172.4,815.85,12271,34145,17985,15891,11920,1308.6,3574.5,2095.8,22240,0,38.318,120.4,722.61,391.49,54.116,14.712,26.537,272.5,68.737,111.93,98.438,150.04,29.055,208.43,121.56,70.918,228.04,224.57,182.95,220.92,22.012,95.018,245.15,897.85,997.88,100.93,1369.7,2661.5,1047.7,91.895,97.891,65.057,4.2847,7.83,107.39
0,0,0,4532.8,1171.8,1697.9,1537.3,832.44,161.34,221.69,258.56,126.13,53.103,50.632,0,200.44,241.87,2778.7,360.51,95.611,127.01,666.77,1688.5,922.34,127.76,900.11,370.49,210.28,11.628,904.99,684.27,1515.8,1627,110.41,1400.7,79.026,9618,429.62,13181,1097.5,22.878,1515,9417.5,5805.6,821.31,3604.3,8.8825,189.28,72.883,884.29,0,10.221,24.166,196.45,83.809,10.947,18.743,4.6496,73.095,16.677,23.997,15.843,4.011,5.4582,4.9798,27.491,160.88,101.41,43.578,7.2955,26.659,2.7615,44.069,88.73,344.74,223.47,3.8614,144.93,587.96,247.24,29.445,38.184,0.3629,0.19444,3.3083,23.307
0,0,0,0,29101,7054.3,122.3,620.91,33.066,149.95,100.88,305.38,37.402,7.8826,0,375.68,165.93,211.44,830.86,1919.7,36338,32726,4812.1,26745,5858.3,11128,650.27,16800,60.819,8278.9,31627,105.69,143.56,54.135,180.42,2382.3,765.34,1811.7,890.91,10650,36.343,293.21,722.29,13550,3248,1211.3,37.009,3086.7,50.298,816.72,0,69.131,4.8639,21.512,254.49,387.18,15.671,71.07,423.7,96.749,329,532.93,6.2179,326.87,2.281,173.29,145.62,45.588,9.1082,2.6466,4.3201,166.67,27.557,22.956,65.031,1845.2,1.5771,26.916,60.62,2356.2,125.58,73.072,0.89871,1.366,9.3313,58.968
0,0,0,0,0,4426,395.53,158.95,13.618,109.65,50.373,26.057,21.005,39.689,0,350.74,2.1296,45.506,59.082,140.99,13917,18115,1104.3,9293.8,159.72,1705.7,289,764.81,28.321,4628,824.86,20.01,52.526,18.584,49.622,171.42,149.33,62.541,151.66,641.22,4.9177,87.279,103.83,1744.5,9345.2,446.87,17.231,19368,46.567,2503.4,0,4.7883,1.4029,2.4692,30.767,13.601,6.7339,4.1162,55.413,17.205,22.871,24.461,0.43952,9.6719,1.5433,12.451,34.032,2.9764,1.8335,0.94216,1.2872,5.7778,2.8965,2.181,11.068,180.74,0,6.2332,13.365,204.49,10.634,10.067,0,0,1.238,8.3964
0,0,0,0,0,0,4187.7,139.66,671.05,421.12,73.233,17.388,105.61,3921.4,0,23.628,405.92,11.736,2391.7,5.774,54.656,248.86,38.485,345.95,12.31,63.666,6742.4,49.815,10586,325.82,10.443,1.1014,12.94,184.5,59.615,9.4027,12.174,49.095,25.569,34.418,1936.7,1680,1032.1,63.606,275.79,18.864,1235.8,132.21,2.3348,115.11,0,0,20.847,1.4611,98.107,0.71513,9.114,10.392,4.9054,31.133,0.93013,6.1483,757.98,3.2975,1641,17.334,4.1246,0.35774,1.0626,19.923,3.6926,0.34288,0.65711,1.7368,0.41164,5.9365,51.158,110.14,85.05,11.015,8.9329,0.47852,39.222,5.6616,0,14.752
0,0,0,0,0,0,0,37047,56976,54170,28417,50797,16007,3371.9,0,123.99,91.097,857.58,679.84,503.71,31.359,193.78,600.43,198.47,558.25,1300.4,51.435,1040.1,15.695,243.5,213.41,3762.4,321.9,24.592,203.95,418.29,1853.1,1516.2,5182.7,4827.1,15.078,602.63,2785.8,5976.6,329.46,2255,6.4496,9.8188,50.238,217.29,0,1503.7,944.53,8075.4,1149.6,4361.5,755.66,3582.7,12942,6353.4,1455.3,9944.9,1257.2,7097.1,146.28,8912.5,13883,8890.9,4595.5,1110.8,3897.2,2268.2,20086,3388.2,54471,10786,106.1,8780.3,32021,46134,8660.9,11287,36.645,554.82,1098.4,8264.2
0,0,0,0,0,0,0,0,19810,1.0103e+05,39886,1692.4,1453.2,1917.3,0,28.692,595.71,3927.3,816.75,3.1362,5.7255,11.305,106.52,38.45,31.635,21.125,3175.4,9.635,4127.6,66.25,14.146,339.34,1693.2,684.36,2326.7,4.4439,195.95,536.32,2216.4,179.87,1077,11166,17150,297.91,48.413,91.579,1057,4.6194,2.2573,312.16,0,296.23,6609.4,35809,2163.8,44.554,216.77,363.21,2753.6,1207.4,312.76,358.05,29262,179.43,9797,1849.4,1223.3,5918.9,21320,15816,28881,44.616,13792,4828.1,68726,1651.3,3564.7,65392,99477,7021.4,1469.1,10382,2768.1,511.65,174.69,16906
0,0,0,0,0,0,0,0,0,35580,17354,4841.6,6392.3,14964,0,31.953,110.53,799.78,566.94,60.438,22.123,61.237,138.73,105.02,128.3,195.08,207.32,93.83,166.05,90.182,45.555,195.36,270.31,131.1,349.73,54.938,90.095,329.56,718.79,1176.8,86.312,1720.8,3073.4,1197.2,96.855,158.46,53.067,11.982,12.113,92,0,1133.8,1479.7,5664.8,988.75,951.09,3263.8,4825,9446.8,12930,661.35,5097,18762,1927,3566.8,15772,4776.5,2932.3,8526.2,10032,14269,528.42,18445,1610.9,33253,4162.4,786.34,17947,32749,21660,14682,9860.2,850.06,6008.7,1322.5,20207
