-0.142,-0.065486,0.019403,-0.013821,-0.012615,-0.023033,0.027813
0.12844,-0.069482,0.0056867,0.040856,-0.014613,-0.0071937,0.034013
-0.04532,0.098129,0.044935,0.068902,-0.0016933,-0.036087,-0.018454
-0.037984,0.09633,-0.015728,0.069466,-0.0090172,0.00015278,-0.0032075
-0.13519,-0.061033,0.044714,-0.024043,-0.012988,-0.038572,0.015704
-0.11144,-0.033974,0.066688,-0.018843,-0.013216,-0.058628,-0.0033961
-0.10701,-0.019106,0.071149,-0.011326,-0.016043,-0.071454,-0.0026997
-0.065235,0.035205,0.09603,0.0029629,0.010202,-0.032644,-0.023866
0.041791,0.052328,0.085226,-0.032581,0.05438,0.047028,-0.036489
0.084183,-0.012515,0.067595,-0.002256,0.032176,0.030738,-0.038735
0.10272,-0.053126,0.032425,0.036762,-0.036105,0.020525,0.01104
-0.10519,0.033928,-0.012088,0.056411,-0.0085672,-0.02285,-0.0010687
-0.12388,-0.075382,-0.053077,0.015689,0.014864,0.085179,-0.005359
-0.12541,-0.036699,-0.029452,0.024155,0.00059148,0.02538,0.0055417
-0.096816,-0.00097486,0.031732,0.018014,-0.011857,-0.044535,0.0011309
-0.092653,0.0055302,0.023181,0.024403,-0.015253,-0.043673,0.01741
-0.044779,0.062398,-0.029793,0.020526,0.007089,-0.031116,-0.02584
-0.1274,-0.029538,-0.036124,0.029375,0.0055996,0.02379,-0.0080284
0.11876,-0.036516,0.0095758,0.021106,-0.0012786,0.0044962,0.032172
0.1179,-0.056135,0.030346,0.039248,-0.036351,0.01958,0.024373
0.1216,-0.062282,-0.004414,0.032816,0.0062395,-0.017764,0.017519
0.098997,-0.0592,0.016961,0.038128,-0.02284,0.00242,-0.014628
0.058804,-0.020969,-0.034854,-0.0075303,0.039729,-0.036023,-0.051658
-0.10129,-0.050932,-0.010785,-0.00010007,0.00063451,0.014623,0.0045033
0.053276,0.060854,-0.0071161,-0.037947,0.037871,0.015816,0.049211
0.025684,0.094097,-0.010546,-0.020202,0.014276,0.020973,0.032211
0.035711,0.07186,0.032337,-0.0084287,0.028323,0.026335,0.040733
-0.011167,0.071916,0.0049104,0.046553,-0.0025083,-0.007433,0.0020912
-0.067855,0.043881,0.033837,0.024622,-0.0055581,-0.035619,0.013054
0.033778,0.047835,0.050802,-0.01329,0.029172,0.023127,0.012751
-0.10015,-0.069948,0.010755,-0.023637,0.0034212,0.023733,0.0012764
Inf,Inf,Inf,Inf,Inf,Inf,Inf
0.046515,0.064257,-0.070565,-0.12205,-0.096816,0.01244,-0.053728
0.041434,0.041231,-0.041969,-0.048762,0.023628,-0.00089116,0.012087
0.050621,0.034068,-0.076766,-0.091173,-0.032366,-0.015559,-0.065593
0.04149,0.080904,-0.060182,-0.10331,-0.084335,0.022276,-0.036243
0.085027,0.0015085,-0.049478,-0.028807,0.055201,-0.030033,-0.0010584
0.06728,0.032437,-0.052892,-0.058103,0.033694,-0.012544,0.01424
-0.1175,-0.062722,-0.063366,0.028745,0.015438,0.088165,-0.010215
-0.093982,-0.0099558,-0.052257,0.050289,0.0041287,0.043905,-0.01181
0.033364,0.086107,-0.044597,-0.075112,-0.055096,0.027315,-0.014515
Inf,Inf,Inf,Inf,Inf,Inf,Inf
0.13341,-0.07555,0.018114,0.049256,-0.032231,0.0034423,0.021705
0.064179,-0.010459,-0.04488,-0.02785,0.058362,-0.03709,-0.048359
0.12088,-0.069675,0.033336,0.050284,-0.047127,0.017831,0.0030296
-0.013509,0.086605,0.0030267,0.064073,-0.0038375,-0.010571,-0.0056081
0.020954,0.048455,0.1053,-0.019215,0.048964,0.051755,-0.050205
-0.12554,-0.076733,-0.052349,0.011138,0.016962,0.084701,-0.0061802
0.056596,0.06155,-0.075613,-0.11765,-0.066158,0.005714,-0.039138
-0.075804,0.025943,-0.04171,0.049448,-0.0023233,0.028315,-0.0080383
0.073042,-0.023537,-0.045573,-0.012732,0.070935,-0.046646,-0.039326
0.097375,-0.064071,0.0062508,0.044603,-0.022171,-0.0093598,-0.025014
-0.11685,-0.017223,0.0030484,0.018443,-0.017015,-0.038845,0.029835
-0.11196,-0.030055,0.037891,-0.0059017,-0.02454,-0.069023,0.033973
-0.11988,-0.019871,0.056597,-0.0041574,-0.024233,-0.082325,0.023417
0.053901,0.063016,-0.01963,-0.056009,0.045606,0.015429,0.050143
0.057073,0.061078,0.020795,-0.020077,0.030919,0.032253,0.058347
0.12972,-0.069529,0.011118,0.042517,-0.023141,-0.00081855,0.044943
0.12712,-0.048869,0.02071,0.03058,-0.017548,0.013003,0.057773
0.11645,-0.028629,-0.02762,-0.00099103,0.039854,-0.024053,0.046035
0.11971,-0.049837,-0.017104,0.021656,0.028495,-0.026309,0.022351
0.10437,-0.062648,-0.0037365,0.035365,0.0012935,-0.01985,-0.035428
-0.14792,-0.065192,-0.016627,0.0078385,-0.0037479,0.01656,0.018632
-0.094998,-0.079557,-0.007064,-0.024782,0.010064,0.049974,-0.00042719
-0.11469,-0.085323,-0.036515,-0.0053247,0.014662,0.079145,-0.00078721
0.1116,-0.043867,0.048631,0.032284,-0.035943,0.035083,0.017079
Inf,Inf,Inf,Inf,Inf,Inf,Inf
0.012651,0.10259,0.017129,0.017523,0.0079877,0.024912,0.025752
-0.065613,0.072386,0.0056825,0.078916,-0.015184,-0.049193,-0.00941
-0.056546,0.078968,0.029266,0.075657,-0.012908,-0.0553,-0.020066
-0.088156,-0.053278,0.041417,-0.031044,-0.0047877,-0.016679,0.00017188
