Inf,Inf,Inf,Inf,Inf,Inf
-0.090068,-0.011451,-0.030466,0.033778,0.034405,0.041414
-0.14622,-0.036098,-0.0048113,-0.056956,-0.0019176,0.016673
-0.14685,-0.042927,0.00087645,-0.062713,0.020209,0.017733
-0.15272,-0.033296,0.0019137,-0.057508,-0.011562,0.0097699
-0.15298,-0.037726,0.0045999,-0.06535,-0.011552,0.0065207
-0.10989,-0.034171,0.012634,-0.052474,0.0036969,-0.00047099
-0.13457,0.017658,0.0040259,0.0014771,-0.0522,-0.0062835
-0.14432,-0.016541,0.014815,-0.044056,-0.011738,-0.0015677
-0.13507,-0.037013,0.013826,-0.064039,0.0087671,0.0054809
-0.013669,0.042795,-0.070079,0.069585,0.052746,0.015344
0.053917,0.078298,-0.06468,-0.031141,0.04949,-0.034429
0.070973,0.060581,-0.032679,-0.054827,0.024138,0.0076476
0.092311,0.070112,-0.024587,-0.0803,0.017009,0.011803
0.082571,0.060932,0.0273,-0.052863,0.029078,0.042291
0.069122,0.06773,0.028917,-0.044545,0.010222,0.01457
-0.10418,0.040829,-0.024815,0.0427,-0.047257,-0.0055088
0.074942,0.093248,-0.035744,-0.072884,0.02364,-0.016946
-0.070451,0.072783,0.021735,0.033574,-0.069758,-0.038327
0.020327,0.11131,0.0022654,-0.0066947,-0.04075,-0.030528
-0.013051,0.074526,0.10562,0.040444,0.0080451,-0.02716
0.0072253,0.088402,0.08636,0.027348,0.0061278,-0.022396
0.10867,0.012518,-0.016749,-0.063047,0.0021726,0.041937
0.10085,0.036274,0.0085055,-0.067101,0.0058033,0.038193
0.028078,0.10328,-0.050597,0.0035297,-0.0034798,-0.043268
0.0057682,0.017356,-0.066497,0.066048,0.068509,0.023473
0.10835,-0.06291,-0.035595,-0.031571,0.025869,-0.042455
0.1022,-0.13879,0.0059427,0.0089933,-0.043433,0.033242
0.099127,-0.11949,0.01558,0.0072415,-0.033676,0.033429
0.033043,0.050591,0.10544,0.0095867,0.055259,0.0046113
0.1107,-0.0041835,0.039188,-0.043126,0.012093,0.062973
0.062493,-0.13246,-0.011433,0.016484,0.012553,-0.063771
-0.052839,0.0091501,-0.068608,0.081399,0.049009,0.036274
-0.078519,0.025223,-0.059118,0.079729,0.027194,0.036559
-0.040849,0.08453,0.014087,0.057253,-0.079821,-0.044891
0.10924,-0.13088,-0.013109,-0.005286,-0.0093818,-0.026471
-0.066966,0.062203,0.083387,0.04622,-0.033063,-0.042441
0.024752,0.060567,0.089781,0.020164,0.028056,-0.002765
-0.037968,0.025779,-0.073892,0.065046,0.04496,0.015456
-0.046455,0.061879,-0.076148,0.089103,0.010501,0.006211
-0.045695,0.076321,-0.053336,0.074296,-0.043714,-0.016813
-0.058386,0.060175,0.0099472,0.040111,-0.025419,-0.020568
0.067597,-0.13107,-0.021386,0.0103,0.023496,-0.080706
0.081562,-0.12382,-0.0067894,0.011258,-0.016295,-0.0026995
0.077385,-0.13657,0.011239,0.022239,-0.013104,-0.0076122
0.097223,-0.15849,-0.005305,0.015396,-0.016985,-0.024999
0.088295,-0.11357,0.0068273,0.00035,-0.0071875,-0.0021645
0.10494,-0.03899,-0.0081163,-0.041638,-0.02502,0.056137
0.10999,-0.094819,0.0080319,-0.013594,-0.043239,0.063613
-0.12078,0.0032897,0.069298,-0.011582,-0.00060496,-0.015588
-0.041224,0.046618,0.060757,0.045607,-0.0082906,-0.019442
Inf,Inf,Inf,Inf,Inf,Inf
-0.10088,-0.035026,-0.052121,0.0030827,-0.018424,-0.030793
-0.1358,-0.033399,-0.00057192,-0.059006,-0.021567,0.018869
-0.13719,-0.011101,0.0016995,-0.025423,0.0078929,0.021535
-0.15178,-0.032377,0.0014017,-0.05856,-0.019639,0.021718
-0.14262,-0.03511,0.018408,-0.063097,-0.037083,0.020132
-0.13632,-0.029068,0.029717,-0.057372,-0.035413,0.022502
-0.14668,-0.010812,0.024529,-0.038318,-0.0028151,0.02813
