24.452,30.73,34.307,27.385,24.32,30.635,25.309,48.506,84.401,93.007,77.225,96.457,84.145,45.44,0,70.72,93.185,93.477,90.581,101.81,87.785,103.95,83.122,89.918,84.073,86.026,84.295,94.061,88.27,50.69,48.868,36.507,66.776,52.047,62.804,57.395,65.419,65.225,64.931,66.261,65.408,62.953,70.791,70.839,66.747,85.194,82.814,78.562,68.802,56.934,62.89,83.231,71.09,78.066,74.023,63.157,70.49,68.345,58.332,63.993,74.315,48.082,66.44,51.565,70.749,78.841,68.18,62.643,74.593,83.82,80.816,67.454,64.23,70.969,61.698,70.231,77.872,67.405,74.31,87.431,87.872,89.249,81.431,73.891,66.106,86.556,70.013,66.111,71.347,62.895,63.938,62.204,65.181,72.118,83.869,68.05,77.993,78.448,108.81,79.124,103.45,78.821,87.747,94.732,74.272,86.575,77.455,71.868,72.483,77.982,84.238,79.587,66.572,72.594,64.117,0,166.74,145.61,172.8,134.43,167.09,172.4,135.53,163.97,160.51,130.61,155.53,161.76,156.15,159.48,148.78,149.17,150.97,142.66,126.32,129.68,149.61,133.78,88.511,129.58,119.48,105.13,131.04,126.2,125.73,124.31,123.41,129.25,121.47,123.99,168.36,161.1,142.52,126.83,127.47,139.93,121.9,136,131.34,131.09,116.54,115.6,137.04,148.72,141.64,132.81,124.82,165.88,154.58,127.89,139.24,108.56,103.86,122.09,172.12,154.56,159.63,167.02,160.67,136.23,137.82,138.09,141.75,160.37,153.59,148.51,144.47,137.74,131.63,137.16,132.38,125.17,141.13,86.726,76.043,113.81,128.01,153.68,142.45,146.01,162.96,172.83,167.43,163.94,150.08,140.72,133.02,129.35,94.886,140.54,134.37,124.13,126.22,112.89,113.91,124.23
0,23.875,21.297,22.268,50.132,39.412,22.901,64.214,66.855,111.45,104.43,97.422,104.57,34.48,0,106.96,131.71,112.9,127.96,144.6,128.42,145.85,109.33,135.53,125.84,121.87,131.95,137.33,131.11,78.681,77.425,38.754,45.901,45.309,42.74,31.615,34.081,49.56,47.81,70.2,43.311,48.549,45.046,45.328,46.69,103.85,102.9,101.48,52.919,49.531,69.705,113.28,87.891,87.487,65.438,30.946,42.586,40.668,75.71,52.641,72.635,32.704,26.814,29.375,37.98,38.663,36.968,46.612,45.048,26.55,30.974,80.781,83.102,57.823,59.871,80.287,79.924,65.985,97.667,39.376,45.78,44.767,42.74,36.487,32.693,119.56,62.309,45.464,82.157,84.98,86.269,88.674,95.296,94.828,105.85,80.019,88.639,28.695,28.837,40.189,47.288,39.716,32.622,47.67,42.019,46.789,40.505,37.97,37.856,46.564,120.92,117.58,65.1,99.127,91.096,0,177.31,185.69,174.97,221.02,229.49,234.68,196.65,197.61,196.33,170.78,191.17,217.38,188.52,191.52,169.17,189.23,163.91,115.65,132.55,114.74,114.2,100.9,62.168,99.551,89.758,76.662,103.22,150.69,96.296,123.67,97.391,113.29,95.098,114.98,195.34,173.17,118.81,124.12,140.83,170.12,141.12,161.78,143.43,137.15,88.087,91.131,101.14,179.94,143.66,118.08,93.053,124.69,146.17,101.64,108.69,72.301,85.977,93.421,58.59,96.23,85.488,149.84,135.76,236.54,144.54,154.82,149.44,191.69,118.03,93.557,97.283,102.24,98.373,95.9,94.263,92.007,166.02,87.365,54.748,77.323,94.241,154.15,170.24,171.21,175.67,189.11,204.07,196.13,178.41,102.82,56.613,64.127,60.649,95.544,102.53,89.073,95.013,155.94,148,152.85
0,0,22.259,17.845,46.527,22.316,22.376,80.847,93.25,88.054,93.772,105.12,84.38,42.892,0,82.441,101.58,97.501,98.944,111.07,94.493,112.56,90.398,101.02,98.923,93.665,91.965,100.34,97.202,55.703,55.788,33.146,52.417,51.214,57.34,50.598,56.515,66.759,65.467,72.806,62.926,67.514,64.456,71.594,69.988,80.173,91.352,88.798,68.878,61.089,71.069,90.92,77.51,85.327,79.98,51.193,55.614,56.972,65.167,64.2,77.468,24.533,26.635,30.018,49.346,51.027,50.566,69.347,63.415,30.319,39.62,54.484,58.451,42.932,42.647,76.067,87.246,72.117,79.175,45.099,52.467,52.591,51.343,45.748,50.711,94.838,77.277,54.097,58.713,62.316,62.058,69.137,75.384,82.236,91.49,74.585,87.303,31.57,49.938,43.732,58.093,43.465,51.72,61.567,50.66,60.068,53.959,50.191,50.14,58.503,97.338,90.809,73.975,81.516,73.703,0,162.56,138.82,160.72,138.15,167.42,176.94,139.91,172.78,173.61,138.05,158.41,171.17,153.86,169.23,157.21,156.43,162.12,147.26,130.82,132.85,145.93,125.05,86.552,131.17,111.52,97.168,120.03,138,117.95,136.95,117.27,132.03,116.71,127.11,162.7,177,143.53,131.65,130.84,146.22,130.74,143.62,138.17,137.34,105.95,102.42,119.94,182.48,147.98,140.61,114.01,150.55,162.81,105.99,126.07,87.81,111.54,104.54,118.83,133.76,114.59,136.92,142.31,122.75,141.94,143.84,140.73,171.45,127.96,115.43,111.05,112.78,113.41,104.31,107.08,107.14,146.72,93.888,62.948,89.646,107.15,172.56,146.48,153.15,138.5,166.12,169.13,175.2,159.58,120.12,102.09,84.103,86.349,110.12,112.34,102.65,105.94,119.75,121.66,127.7
0,0,0,25.472,34.964,18.828,20.859,73.13,101.89,95.48,90.425,78.24,85.064,51.769,0,78.567,103.68,102.48,100.53,114.17,98.504,117.04,97.155,105.64,97.055,100.93,96.316,108,102.13,57.602,61.768,41.032,58.78,55.697,58.178,51.981,59.452,69.612,66.667,77.988,64.445,70.204,66.944,72.825,72.03,89.635,96.764,93.076,71.363,63.603,78.536,97.669,82.982,92.415,85.838,53.359,60.774,60.074,70.869,67.13,83.123,46.267,44.19,43.74,62.783,61.846,56.764,73.347,67.525,61.864,59.598,60.249,60.385,62.614,56.377,82.075,90.385,76.725,86.263,62.342,64.788,66.198,61.237,56.173,55.544,102.31,74.324,55.833,66.154,64.132,69.82,76.993,81.571,87.083,100.79,80.601,92.459,55.427,77.758,57.051,79.333,58.484,67.505,74.25,58.282,70.322,63.394,58.348,58.924,66.013,99.206,94.361,74.583,87.985,72.336,0,122.23,151.28,150.69,110.88,168.19,185.28,136.97,185.63,177.8,150.8,176.85,176.02,155.96,163.16,172.01,158.15,161.12,164.36,147.67,138.01,144.5,131.02,84.408,132.11,117.31,102.88,126.4,146.34,127.79,139.02,122.78,136.03,122.1,135.48,185.46,170.19,154.81,144.5,134.81,152.5,133.42,143.15,146.65,148.25,113.65,109.96,127.63,182.26,160.69,144.92,115.37,147.66,144.77,135.15,129.24,95.62,112.65,113.28,114.49,167.74,142.75,167.44,168.35,106.05,148.61,146.45,141.62,186.18,149.92,137.9,124.15,124.72,125.21,117.8,114.66,112.73,161.77,95.815,67.532,97.195,117.37,152.51,151.1,158.37,166.3,182.36,174.82,189.95,168.3,129.19,123.15,112.01,76.246,124.32,123.98,110.86,114.52,127.8,136.1,141.07
0,0,0,0,17.155,23.432,63.284,87.596,99.592,115.78,76.777,83.594,103.24,86.083,0,27.506,54.152,56.603,44.366,77.328,21.145,75.425,61.868,68.497,37.589,65.891,54.185,69.742,66.389,50.297,58.467,54.63,89.336,65.571,81.829,82.437,78.803,81.997,81.011,79.727,80.661,78.231,88.189,85.853,82.022,32.374,59.902,62.222,84.425,78.652,77.182,69.294,68.488,71.798,80.23,103.55,110.9,107.95,67.575,80.677,88.492,42.692,73.721,81.472,110.93,120.18,95.62,64.89,105.8,65.597,81.738,21.943,31.185,31.183,44.358,79.953,62.873,82.719,37.313,103.97,106.5,110.46,111.19,118.22,111.04,68.683,51.001,85.636,46.964,36.44,44.892,43.714,61.551,64.139,66.229,73.714,69.791,71.665,96.416,96.219,117.21,107.58,116.66,119.55,114.63,135.21,131.4,125.57,123.68,121.29,29.461,55.857,54.797,59.308,17.771,0,127.02,69.581,94.13,88.796,106.85,118.31,58.871,109.3,103.49,84.507,102.36,104.71,91.367,100.71,94.764,131.76,141.82,125.35,116.37,157.3,155.24,163.28,114.78,134.86,137.33,140.69,132.21,117.17,133.74,125.01,133.31,139.56,142.05,160.37,116.47,109.34,149.64,120.15,118.35,107.3,105.39,113.12,114.72,117.29,145.73,123.76,178.66,130.55,134.09,133.21,153.35,153.56,136.38,0,143.86,147.65,107.32,148.03,136.62,166.23,169.25,162.17,144.49,92.934,128.21,127.81,114.57,138.32,209.23,186.65,146.5,161.74,172.34,182.09,184.89,157.96,91.543,71.718,100.92,140.35,160.59,112.37,126.4,124.72,168.3,153.63,149.7,145.09,130.68,214.46,130.2,0,117.78,162.97,163.59,174.37,141.31,62.799,90.413,106.31
0,0,0,0,0,15.449,27.026,83.497,85.482,75.447,81.342,121.77,90.543,43.303,0,68.599,93.751,85.062,91.566,105.46,75.804,107.9,86.698,97.412,93.363,92.993,92.768,102.73,96.943,47.737,57.405,49.924,82.284,65.566,80.947,80.045,84.719,80.827,80.851,84.833,79.062,78.32,84.613,85.393,80.65,57.01,69.705,89.33,84.1,75.183,84.822,98.002,91.374,94.675,91.694,91.33,94.371,107,65.838,79.437,88.754,26.569,57.365,46.209,94.398,101.81,89.22,81.745,88.86,32.039,45.291,25.696,35.769,19.684,31.101,84.689,90.573,84.542,55.389,71.825,82.64,85.137,90.175,107.51,104.46,99.628,86.938,87.159,34.211,43.753,46.186,51.241,62.446,74.576,92.064,76.703,89.656,55.306,63.626,74.699,81.529,87.094,77.735,94.347,86.797,98.431,87.03,108.16,91.099,95.858,95.312,91.366,86.222,90.012,40.142,0,182.25,160.89,181.56,150.76,175.94,189.27,131.77,178.44,178.5,141.29,166.98,174.75,165.01,172.08,155.8,165.52,173.49,159.71,133.75,150.45,163.56,168.01,129.37,162.65,158.6,130.09,128.72,145.53,143.3,156.24,156.35,145.8,138.6,192.37,176.24,167.29,190.53,155.2,135.71,153.43,140.52,149.88,147.45,144.61,150.7,142.2,163.66,0,159.27,148.78,148.4,183.75,171.57,185.6,178.4,121.12,138.66,143.52,207.76,227.03,0,133.62,150.28,117.7,153.65,155.61,145.74,180.37,228.93,154.81,270.07,212.51,148.48,186.23,140.56,167.27,152.1,105.19,78.756,155.75,139.29,170.2,160.96,156.54,167.01,187.34,186.2,175.64,164.94,158.31,107.51,133.55,0,211.13,154.35,147.96,0,125.39,127.35,140
0,0,0,0,0,0,16.544,35.009,32.239,40.763,42.288,71.147,43.558,23.1,0,95.893,124.65,112.36,126.81,139.01,109.79,140.74,122.05,135.35,120.2,127.46,124.01,139.7,132.08,79.533,92.352,71.09,87.578,99.107,99.451,103.81,98.01,120.91,116.61,121.86,105.97,116.62,101.19,114.74,107.05,85.271,98.222,124.99,117.57,108.95,112.85,135.12,123.7,133.39,119.93,86.036,101.33,97.473,93.474,106.19,127.33,43.187,60.988,55.725,95.749,80.611,78.099,105.79,106.07,18.811,25.565,67.016,67.95,57.674,57.299,123.61,132.07,132.58,84.207,45.541,58.12,57.173,71.638,85.442,87.601,134.66,118.95,79.484,70.525,73.864,72.698,77.101,93.552,109.87,129.19,111.39,120.3,30.822,29.98,58.536,54.331,68.993,36.342,71.156,45.268,88.817,87.194,101.87,92.032,89.181,117.66,126.82,120.43,133.15,82.7,0,85.669,93.577,120.49,115.53,159.22,154.81,143.41,185.44,145.22,162.29,150.57,166.7,146.68,177.71,164.71,202.23,0,240.33,0,166.98,0,235.91,0,153.77,146.81,0,0,160.16,185.73,158.83,0,127.48,152.76,0,111.42,138.91,213.47,165.89,0,180.09,0,182.54,192.42,171.29,131.79,0,163.35,105.1,175.33,0,142.53,126.65,76.249,0,173.51,87.99,0,152.87,49.739,61.413,74.159,82.588,79.621,84.32,0,183.5,131.51,115.01,0,75.233,83.875,92.416,115.15,120.54,158.59,144.18,161.05,124.4,72.416,91.188,123.3,170.43,215.32,174.34,84.134,97.137,161.47,85.877,0,102.85,45.64,48.441,49.367,83.264,99.867,130.9,144.42,157.83,141.37,177.15
0,0,0,0,0,0,0,24.789,32.509,35.234,28.803,24.246,32.585,25.615,0,129.63,152.99,152.79,148.78,159.12,117.53,165.44,150.01,147.52,133.61,146.75,135.67,152.49,143.34,134.03,125.72,113.28,127.44,118.28,124.47,119.1,103.14,126.89,129.12,123.22,121.56,116.07,123.68,123.15,122.39,151.63,158.68,129.07,130.68,117.14,113.95,132.07,123.33,127.17,128.69,115.87,118.28,129.11,129.8,129.62,136.94,136.1,109.83,121.01,131.6,126.18,110.73,106.01,119.56,170.87,134.32,133.24,151.54,170.33,153.99,133.59,131.11,131.19,160.58,148.42,133.41,141.35,136.65,129.66,119.98,133.84,83.331,76.397,153.48,149.25,148.8,154.03,143.06,138.47,140.04,133.72,137.03,125.65,133.74,135.63,158.95,137.36,129.28,143.36,99.025,135.1,124.25,125.67,122.4,125.58,110.5,118.67,99.85,114.26,131.11,0,81.919,65.718,86.751,86.225,88.294,101.39,85.243,96.679,92.846,60.257,87.191,95.314,90.514,94.649,84.321,53.642,68.187,46.709,45.378,68.259,67.746,64.966,72.886,66.416,64.662,65.474,63.05,65.945,66.623,68.601,73.388,76.391,73.366,67.998,95.659,82.793,68.161,69.652,60.487,85.498,68.077,78.515,78.611,76.511,66.192,66.689,70.628,73.278,71.416,64.13,69.909,57.5,47.894,65.202,62.749,68.568,65.02,74.469,96.977,82.075,107.49,71.125,64.528,63.751,67.903,74.343,83.157,81.945,75.578,88.801,88.474,79.559,74.7,80.454,74.772,70.965,83.455,67.892,67.282,73.811,78.813,84.743,81.324,90.426,70.709,63.212,58.238,68.628,69.254,80.445,86.984,96.089,77.401,94.851,84.716,72.964,73.41,78.711,74.197,75.953
0,0,0,0,0,0,0,0,23.382,24.845,24.582,52.453,37.679,31.183,0,170.68,222.47,184,244.53,185.94,192.55,202.46,175.44,219.94,179.06,198.64,202.51,200.52,184.28,164.57,157.06,121.36,108.08,135.42,108.75,90.975,71.811,129.88,117.67,136.8,110.23,139.29,97.479,104.11,129.52,170.02,177.38,153.28,139.14,120.13,141.08,170.68,152.27,154.32,144.49,84.814,90.215,98.18,149.9,129.47,141.11,106.29,88.722,97.414,103.11,85.162,74.915,104.94,88.64,55.032,51.782,144.76,125.79,97.921,149.05,159.79,152.51,141.88,157.38,72.294,80.206,77.146,88.57,90.694,85.806,186.68,94.838,50.846,141.48,147.9,144.8,172.65,165.59,166.69,170.81,157.97,170.72,79.278,44.536,83.18,72.796,93.062,56.424,81.528,60.919,90.957,82.744,91.292,89.303,92.986,165.09,158.1,128.35,150.33,163.28,0,88.685,91.423,120.44,117.59,126.5,144.46,110.8,141.01,135.75,111.03,132.4,145.44,143.27,142.67,129.5,94.481,95.006,32.318,57.862,45.815,50.911,41.308,53.377,47.529,34.454,36.683,47.247,70.049,46.151,60.269,50.843,62.972,51.864,60.454,110.46,111.69,50.474,70.403,55.437,115.81,76.161,95.573,84.898,72.818,33.311,35.564,38.856,94.528,90.618,57.111,36.862,33.945,33.663,30.246,34.545,35.163,56.762,43.709,32.603,29.029,45.012,66.515,76.443,76.538,80.172,80.957,90.914,105.95,25.22,39.961,40.92,40.145,38.733,36.452,34.946,33.952,125.78,85.042,42.722,35.258,45.741,122.65,93.933,103.08,74.579,82.947,92.288,93.135,92.264,40.825,33.446,29.186,40.918,44.707,47.81,35.459,41.796,118.29,101.22,99.286
0,0,0,0,0,0,0,0,0,21.728,20.072,34.521,21.221,22.913,0,140.02,167.4,162.25,155.87,172.66,132.78,177.51,159.68,158.67,146.92,156.26,144.02,157.14,151.99,159.38,148.9,134.56,134.67,140.9,136.14,116.08,97.799,139.39,143.25,133.25,135.56,137.91,127.1,127.68,140.88,159.04,164.74,137.99,146.54,127.06,123.95,139.93,129.96,135.81,136.95,106.36,111.13,123.62,146.08,147.23,148.04,144.64,134.06,120.52,125.33,108.76,95.564,114.39,115.42,124.95,120.13,127.13,153.1,147.21,157.17,144.73,139.33,139.73,162.37,125,120.63,115.28,115.21,110.14,109.65,139.44,91.571,65.009,148.23,158.33,160.37,163.97,155.93,152.22,151.78,144.08,145.9,133.95,109.74,119.84,121.29,120.25,99.72,115.08,78.13,116.99,105.56,111.12,108.25,111.53,117.47,125.67,113.16,122.54,137.1,0,64.61,68.285,89.738,90.321,90.519,106.82,84.514,101.45,102.35,82.452,91.956,100.82,95.35,99.195,90.305,56.462,76.447,33.441,47.375,54.865,56.042,58.723,65.632,67.797,62.607,58.78,64.527,72.686,64.158,71.691,67.918,82.035,73.52,73.929,88.117,88.479,64.488,74.962,65.515,92.879,73.872,85.03,85.421,83.334,59.202,53.797,54.636,79.777,77.25,66.089,61.17,27.755,29.251,29.872,33.981,51.541,71.058,62.314,36.621,33.989,58.27,48.296,50.108,48.97,74.675,80.826,86.646,87.036,31.384,47.391,53.261,50.623,49.95,51.629,52.409,54.258,91.305,77.611,56.328,50.72,58.983,89.326,85.068,94.17,52.762,56.461,60.218,67.212,76.468,46.743,42.068,52.795,53.704,62.89,59.78,52.076,53.823,89.464,81.546,83.792
