-0.22164,-0.060571,0.064744,0.046431,0.040658,0.0018594,-0.00082179
0.23435,-0.024574,0.016,-0.012142,-0.023015,-0.00054482,0.0016875
0.026136,0.095044,0.015173,0.038585,-0.018087,-0.0036776,-0.00087826
-0.14876,0.066578,-0.068561,-0.021909,-0.035097,-0.0018508,-0.010568
-0.21399,-0.017773,0.032911,0.038126,-0.0022501,0.017349,0.026493
-0.17818,0.00076467,0.026323,0.060551,-0.0083393,0.025998,0.027498
-0.14747,0.010415,0.030163,0.072471,-0.0058503,0.041453,0.020331
-0.098337,0.013994,0.031865,0.07758,-0.0045409,0.050703,0.00833
0.10095,0.031395,0.045557,0.022983,-0.054139,0.013876,-0.068886
0.13486,0.0052699,0.036455,0.016856,-0.05247,0.010567,-0.041409
0.23956,-0.0046949,0.054102,-0.02794,-0.038212,0.014543,-0.020306
-0.24058,0.018258,-0.033068,-0.071737,-0.053699,0.017598,0.030298
-0.22655,-0.046897,0.032081,-0.03505,0.022874,-0.034181,-0.022795
-0.24202,0.015654,-0.030433,-0.071175,-0.052176,0.017405,0.030347
-0.24016,0.018521,-0.032866,-0.07057,-0.053593,0.017943,0.030402
-0.16781,0.023292,0.01947,0.065093,-0.021536,0.040518,0.033087
-0.2412,0.016591,-0.031859,-0.072233,-0.052627,0.016925,0.029827
-0.22658,-0.046775,0.031717,-0.035723,0.022663,-0.034362,-0.02287
0.2169,0.018199,0.039137,-0.020501,0.0022661,-0.0084919,0.017992
0.23424,0.013613,0.057452,-0.024764,-0.025528,0.0041681,-0.011131
0.21267,-0.081864,-0.058095,0.025808,-0.027049,-0.026622,0.031356
0.21864,-0.071626,-0.036584,0.015501,-0.03503,-0.014635,0.015799
0.12171,-0.077117,-0.0617,0.050447,-0.0043019,-0.026383,0.0094196
-0.21655,-0.065705,0.055301,0.0083154,0.047662,-0.034981,-0.028435
0.15331,0.065856,0.032476,-0.020744,0.067902,-0.025528,0.057269
0.10671,0.071854,-0.024476,-0.0063929,0.096663,0.023953,0.0069127
0.15635,0.065088,0.057835,-0.015398,0.022398,-0.020015,0.019673
0.092331,0.10169,-0.0094528,0.0049559,0.07114,-0.03859,0.014133
-0.06637,0.096029,-0.05666,0.050806,-0.012952,-0.046773,-0.015649
