Inf,Inf,Inf,Inf,Inf,Inf
-0.056761,0.033161,0.13417,0.011771,0.036168,-0.049168
0.11778,-0.064575,-0.0050848,-0.053092,-0.019961,0.010098
0.092089,0.039482,-0.0075077,-0.037924,-0.087808,-0.013137
-0.11116,-0.026401,-0.077844,-0.038933,0.0065557,-0.021007
-0.048687,-0.029791,0.046018,0.041351,-0.034819,0.089442
-0.093968,-0.0061642,0.079435,0.026336,-0.0079174,0.01588
-0.094029,0.013929,-0.046572,-0.068502,0.044701,0.00074783
0.096807,-0.10134,-0.00070639,0.0026126,0.030092,-0.0025997
-0.07446,0.011151,0.088122,0.020036,0.011091,0.002472
-0.068714,-0.024646,0.038051,0.03276,-0.035155,0.10824
0.034438,0.0743,-0.04317,0.012049,-0.0002473,0.050907
0.10078,0.02291,0.0042691,-0.024956,-0.072125,-0.030441
0.086509,-0.080531,-0.004514,0.042362,0.027667,-0.028519
0.11418,-0.045506,0.0023466,-0.0075931,-0.039637,-0.033284
-0.11874,-0.039074,-0.07276,-0.036565,-0.0058866,-0.023396
0.025912,0.070358,-0.043423,-0.030677,0.020041,0.045297
0.1016,-0.11062,-0.0077239,-3.8281e-05,0.045224,0.013457
-0.021092,0.084266,0.031984,0.027906,0.036298,-0.027628
0.11343,-0.13149,-0.011634,0.026619,0.064054,0.0025307
-0.071928,-0.017064,0.11632,0.039465,-0.014957,0.067182
-0.03866,0.034708,0.11013,0.0052127,0.044945,-0.045664
0.062956,0.018525,0.027077,0.024497,0.01733,-0.031405
0.047753,0.092471,-0.019455,0.047803,-0.016172,-0.017398
0.022311,0.083824,-0.00071003,0.024269,0.0056384,-0.0086344
-0.048662,0.017789,0.12829,0.012972,0.029144,-0.046591
-0.039063,0.018076,0.094611,0.014469,0.025274,-0.011256
-0.10334,0.011163,-0.057889,-0.059018,0.037746,-0.010893
-0.031351,0.081776,-0.012006,-0.029494,0.060145,-0.0016508
0.09039,0.038049,-0.019369,-0.028484,-0.067677,0.011211
0.10032,0.025005,-0.014729,-0.046135,-0.069566,0.012597
0.12232,-0.043531,0.0020319,-0.058134,-0.059828,-0.0038247
0.11019,-0.063988,-0.0052988,-0.018289,-0.019996,-0.0035354
0.12334,-0.072274,0.0065952,-0.022907,-0.031994,-0.027706
0.11103,-0.019339,-0.010414,-0.0053201,-0.038776,-0.014582
-0.097181,0.010165,-0.058502,-0.074601,0.048911,0.0054291
-0.034834,0.059286,-0.043823,-0.045675,0.060054,0.024028
-0.13261,-0.04095,-0.070036,0.010862,-0.034103,-0.03846
-0.11742,-0.029203,-0.046242,-0.035401,3.508e-05,-0.015559
-0.089701,0.031899,-0.019368,-0.0088122,0.02559,-0.019772
-0.06424,0.046142,0.04949,-0.015584,0.040614,-0.017266
0.095993,-0.11659,-0.011006,0.051509,0.068068,-0.0088264
0.080317,-0.077658,0.00041066,0.034572,0.026892,-0.023625
