24.685,28.507,29.633,25.753,23.327,29.168,22.388,55.52,109.89,116.42,88.342,112.24,114.17,66.902,95.358,91.539,75.783,66.841,98.079,77.589,67.555,58.501,78.291,89.512,106.45,74.306,85.746,78.604,78.665,77.876,46.604,57.778,83.798,96.246,81.758,94.965,57.169,84.534,92.371,62.27,86.789,73.478,72.684,93.822,106.42,104.83,40.107,70.541,68.146,59.375,70.188,74.023,75.575,68.186,39.251,27.292,102.9,68.278,81.648,59.09,65.927,63.271,37.023,50.762,55.314,89.258,74.567,81.785,71.429,88.258,85.909,80.466,82.095,81.272,83.572,65.79,83.273,86.13,82.122,86.431,69.341,64.865,74.391,64.635,96.497,80.468,66.837,63.967,41.065,144.47,167.62,125.86,147.1,143.1,128.15,106.64,88.425,87.462,107.28,177.72,141.89,152.6,150.23,134.77,126.27,144.39,160.76,167.24,176.1,158.29,172.97,86.951,161.41,153.18,144.25,143.62,139.82,129.76,134.71,147.58,139.83,154.66,170.91,193.16,149.51,178.79,182.07,146.82,135.55,132.19,63.234,193.59,201.4,149.41,121.04,111.99,171.93,159.61,138.15,177.14,168.01,138.18,134.32,126.83,147.8,141.4,170.78,168.62,161.14,172.86,164.91,148.96,137.88,143.16,134.96,86.042,132.72,130.91,118.39,150.94,113.86,179.16,158,146.03
0,19.739,21.701,20.342,55.008,34.822,22.151,92.792,63.971,112.08,110.54,115.38,132,26.952,51.289,126.64,55.148,50.002,55.378,40.128,43.541,35.042,105.44,109.85,143.96,44.343,49.156,51.182,51.978,55.139,28.631,26.364,117.07,132,105.85,128.72,67.337,35.556,101.74,67.799,90.619,59.582,50.715,109.75,38.958,18.858,73.975,87.154,64.896,87.541,80.142,84.823,42.422,44.417,59.466,25.151,138.33,72.391,112.56,39.704,67.891,26.328,39.725,28.951,65.954,118.91,48.729,49.814,48.86,90.137,96.341,112.39,115.15,107.16,102.22,93.07,48.517,27.548,36.102,120.29,44.556,59.448,43.351,40.331,28.055,111.34,77.061,87.284,73.6,92.789,210.91,101.69,123.06,96.255,72.386,83.753,62.492,135.28,145.22,219.13,112,112.52,113.86,104.08,98.057,114.99,116.29,210.31,227.19,195.84,237.04,96.558,68.682,172.23,125.38,151.21,120.89,103.08,154.82,62.644,32.255,160.16,197.37,237.92,161.84,202.55,208.39,104.95,105.07,143.88,31.356,220.98,212.31,173.59,98.651,96.178,101.55,166.12,110.46,206.44,215.23,105.77,98.274,99.323,157.31,148.1,194.77,190.72,186.61,200.72,226.47,104.65,47.715,72.304,174.46,61.122,121.57,104.96,91.007,69.938,147.37,193.05,182.15,149.59
0,0,19.968,18.191,41.654,25.976,23.796,94.073,108.27,122.34,107,136.3,138.49,53.735,61.123,91.208,73.492,49.446,65.645,53.615,51.549,52.287,78.058,94.229,103.53,48.493,52.749,51.843,58.64,63.818,20.926,17.38,82.908,94.513,80.374,96.43,51.941,42.861,90.874,58.59,87.1,69.105,64.649,92.94,59.467,27.14,36.129,66.142,45.358,61.064,60.413,65.581,46.172,40.67,36.277,23.664,101.33,52.007,92.425,54.371,68.605,28.061,26.056,29.344,47.683,89.501,52.696,57.676,55.88,82.44,88.454,91.123,85.224,86.163,83.116,73.056,54.092,29.096,43.032,92.258,62.712,63.592,54.562,56.005,45.708,79.543,58.819,65.331,46.466,114.68,172.35,124.81,134.92,113.43,99.134,91.09,84.41,91.855,112.47,173.49,120.52,125.95,121.19,114.32,111.55,140.34,130.48,165.68,166.98,149.15,191.11,101.71,120.36,153.18,142.5,143.81,137.33,122.15,134.37,114.02,102.02,151.98,171.27,181.74,152.14,183.15,180.31,114.38,112.18,134.6,81.678,187.44,206.2,143.75,118.03,113.81,129.27,159.22,118.5,184.93,182.73,117.72,107.59,111.17,146.32,144.22,168.74,165.87,162.44,172.62,182.52,117.18,108.54,110.08,138.7,77.668,133.79,117.81,110.03,108.67,112.69,176.62,159.54,148.18
0,0,0,36.855,37.511,21.937,22.48,81.516,106.95,111.16,99.711,96.688,113.98,48.551,82.882,99.281,72.669,56.037,87.124,67.131,56.08,51.139,78.523,112.16,117.24,59.797,71.633,64.863,66.169,67.47,51.146,54.015,94.797,109.45,92.468,107.36,59.675,70.571,93.687,60.526,84.797,69.513,66.836,92.151,91.491,68.298,56.966,85.693,58.205,72.227,81.254,91.873,62.303,52.412,37.939,20.935,111.86,62.147,96.421,54.074,63.783,51.194,63.69,41.314,58.851,95.804,60.747,69.016,60.475,83.47,88.268,91.547,92.924,93.024,92.605,76.543,69.454,80.676,67.106,99.173,59.522,62.381,59.922,57.815,86.155,83.783,82.348,80.002,61.761,125.47,166.82,121.78,137.72,131.78,112.45,96.304,80.57,104.34,99.172,190.54,131.35,148.4,137.68,122.45,115.32,135.81,132.37,172.83,174.01,111.98,194.46,78.264,137.39,152.66,138.7,143.17,137,122.49,134.8,129.49,0,143.47,160.47,179.23,141.01,175.05,174.44,130,122.23,129.51,74.028,199.44,174.21,150.14,116.08,107.69,150.11,147.89,124.85,187.79,173.54,127.61,122.83,114.41,141.11,143.96,159.51,163.43,168.35,174.1,176.96,138.62,146.29,136.53,142.55,76.879,132.38,120.62,112.32,144.25,114.32,170.53,158.72,140.42
0,0,0,0,15.85,19.547,55.867,102.55,140.69,130.54,95.785,78.296,140.8,77.417,135.02,66.922,97.487,112.87,133.06,115.66,94.075,66.643,41.387,20.639,83.727,141.44,118.27,105.61,131.75,124.52,44.974,49.485,64.143,75.89,28.642,48.905,18.839,67.186,76.691,89.497,79.928,96.377,106.64,69.427,103.32,67.201,52.39,60.371,52.795,68.448,38.026,52.429,103.71,120.83,58.309,23.827,79.834,45.486,21.708,87.572,67.405,63.712,38.153,88.269,24.487,63.327,122.85,131.83,111.73,79.199,75.279,67.689,65.79,58.343,24.846,18.927,111.72,62.836,90.512,47.837,53.76,92.23,120.85,106.86,86.782,63.778,43.65,55.35,58.844,174.15,117.67,138.12,205.08,0,148.05,170.8,108.58,68.138,48.752,117.72,186.67,218.59,210.79,183.48,180.04,155.91,180.75,116.02,107.3,111.83,116.07,69.988,176.36,136.5,148.47,128.81,160.26,163.96,107.71,242.25,0,144.07,164.53,184.37,143.28,156.56,165.44,187.04,0,142.18,43.401,134.63,185.61,54.679,151.49,114.24,0,145.06,166.08,158.73,120.87,197.64,180.21,171.11,145.16,130.96,107.85,103.84,118.49,136.28,80.749,0,0,227.94,67.885,70.594,131.45,180.36,151.76,0,95.027,151.85,142.24,140.6
0,0,0,0,0,17.257,29.172,80.144,93.104,107.28,91.885,115.84,122.01,49.863,110.82,88.715,85.457,98.671,112.93,103.55,100.52,90.477,82.06,89.873,105.4,118.04,113.09,98.398,121.27,106.94,21.86,26.957,83.58,94.549,67.799,92.995,19.435,53.167,88.507,68.658,97.348,85.73,94.276,98.333,97.681,46.703,40.095,41.603,23.388,61.128,37.925,47.217,95.556,70.299,44.993,21.074,100.62,21.688,84.919,79.856,79.349,47.008,34.587,68.128,28.947,86.852,119.78,100.96,111.33,77.983,93.561,86.133,83.773,81.141,70.052,35.962,103.32,59.667,80.072,89.023,85.134,81.239,109.34,92.442,95.538,83.474,41.304,58.556,49.056,0,174.14,151.95,164.43,0,211.25,120.55,133.95,98.026,119.8,173.8,190.39,0,192.98,178.07,163.77,162.47,196.69,168.89,171.05,157.61,181.67,87.111,0,160.74,159.05,151.61,159.06,162.99,138.69,0,0,161.54,179.09,200.12,165.33,185.59,186,0,213.58,155.46,81.451,182.66,209.8,148.98,150.38,137.58,0,170.44,163.76,181.32,170.76,227.18,0,185.04,158.71,152.96,169.87,169.04,173.51,164.88,179.1,216.3,0,0,139.58,100.69,149.95,170.06,167.48,136.14,121.36,178.93,166.4,152.28
0,0,0,0,0,0,15.022,47.633,26.456,60.883,54.735,205.97,44.115,25.433,53.441,126.15,110.54,89.368,58.302,30.984,60.786,87.457,122.04,0,134.73,102.99,53.71,72.296,77.948,70.889,48.754,26.875,115.61,128.79,98.161,123.54,58.979,21.516,119.46,94.409,134.24,108.97,99.082,132.91,28.929,14.114,67.785,80.1,61.28,94.265,70.334,76.813,50.009,85.996,74.247,17.242,135.84,67.53,104.45,92.082,121.87,27.052,43.109,91.098,58.402,121.1,80.257,67.722,104.95,107.26,126.59,107.75,111.06,107.33,86.702,94.148,62.578,18.335,31.503,117.81,38.347,130,95.911,80.156,22.622,131.55,68.698,80.581,55.832,76.02,232.97,0,169.86,81.847,49.829,69.033,111.01,132.26,0,203.43,145.07,104.38,118.56,110.93,74.904,0,177.75,232.05,203.55,196.78,231.26,0,50.493,186.11,173.45,197.85,189.44,196.11,186.57,54.453,30.621,0,210.51,80.854,0,202.36,218.88,101.11,0,0,23.519,0,80.302,0,145.61,175.54,90.543,196.27,141.44,0,0,153.26,100.05,149.99,0,178.65,188.31,214.32,0,0,0,121.32,41.783,61.173,196.9,62.326,0,0,132.87,59.525,148.85,196.22,204.02,0
0,0,0,0,0,0,0,23.419,28.767,28.814,27.15,21.483,25.954,20.964,154.69,164.18,124.45,144.84,149.03,118.49,104.58,95.285,111.09,121.84,172.56,141.45,172.52,139.98,130.89,124.8,136.5,147.29,154.63,161.97,157.63,171.36,83.21,163.87,156.86,139.26,140.09,141.47,129.79,135.18,180.94,132.25,148.71,165.03,160.43,148.21,165.9,171.86,136.46,129.45,124.66,39.608,174.32,167.6,132.69,120.56,106.52,163.48,147.24,129.52,146.83,156.32,131.86,130.17,121.08,149.66,139.26,148.61,145.84,156.41,157.82,135.65,147.7,190.12,150.78,131.33,83.975,130.45,135.45,117.11,161.41,115.48,170.59,157.19,135.43,98.717,86.657,73.361,66.195,101.34,83.038,68.315,61.568,68.962,42.459,103.34,71.045,87.355,81.15,77.932,76.948,42.271,58.696,85.1,93.893,76.51,94.24,55.871,86.665,89.883,61.847,82.772,72.069,72.9,88.189,106.6,130.69,38.694,64.678,61.922,48.754,63.507,67.683,74.505,70.547,39.201,28.833,101.19,67.918,91.799,58.44,64.67,68.677,34.264,51.137,57.413,85.012,73.996,79.533,70.052,85.914,82.866,84.345,85.434,87.675,59.977,64.832,82.188,97.995,87.71,81.367,67.901,65.262,69.203,68.582,103.1,75.471,63.607,55.251,41.145
0,0,0,0,0,0,0,0,19.5,21.501,20.109,44.069,36.92,22.667,86.916,213.5,105.34,125.01,89.395,70.24,77.139,76.709,159.78,161.37,207.31,113.81,107.29,108.25,100.22,99.523,117.55,114.77,177.66,184.37,172.04,175.75,106.65,75.28,161.07,148.87,149.8,128.1,106.11,159.91,62.153,29.363,173.97,196.36,0,169.51,179.57,167.65,102.73,105.52,146.93,40.307,203.15,136.39,179.92,97.771,108.38,110.08,159.24,105.6,175.04,223.09,100.78,93.394,97.783,153.18,145.31,174.21,176.86,176.17,180.85,152.28,104.89,43.682,68.326,173,54.512,134,108.24,93.041,48.143,140.63,168.81,164.87,169.29,46.218,141.3,58.882,47.184,51.02,35.94,41.797,38.403,88.678,33.484,149.58,42.372,49.384,50.633,48.088,51.984,28.057,23.721,126.1,127.55,109.92,128.85,63.794,36.235,100.04,61.458,91.993,61.537,51.706,104.38,32.169,16.571,72.848,92.043,65.55,75.89,92.969,101.43,37.085,40.801,39.791,23.073,143.88,78.173,131.2,42.492,70.655,28.402,35.216,27.278,71.739,125.97,46.224,45.449,45.807,85.395,87.957,114.19,116.6,119.19,85.754,92.991,46.36,25.068,32.398,120.7,43.879,63.312,41.391,46.497,34.046,94.385,102.07,89.927,60.3
0,0,0,0,0,0,0,0,0,19.689,17.426,29.204,22.428,22.336,117.28,160.82,121.63,138.71,117.81,92.734,87.758,92.668,106.82,110.08,166.62,127.56,126.75,117.81,109.98,110.83,135.06,132.42,155.96,160.52,154.89,166.47,94.863,122.06,153.59,143.06,140.58,140.24,121.58,129.86,112.47,59.226,147.36,168.29,190.74,151.06,167.24,175.57,119.85,105.12,134.27,52.351,171.09,185.82,131.14,113.69,108.66,129.02,153.86,122.64,176.12,162.19,112.07,105.39,106.99,155,139.69,158.36,148.96,153.27,155.12,153.49,116.12,115.12,118.76,129.3,75.609,136.19,124.37,108.27,100.89,115.16,177.22,160.26,149.08,55.366,84.336,72.211,44.939,60.362,52.285,52.771,53.43,69.048,39.007,97.474,44.173,53.275,53.086,56.921,62.917,20.579,17.326,80.512,89.329,73.727,88.537,45.258,41.909,84.574,57.54,84.491,67.029,63.944,87.274,51.995,26.782,34.481,56.804,40.671,55.143,52.312,57.754,40.106,40.7,32.081,20.289,95.457,47.681,90.151,53.137,68.208,29.58,32.167,25.714,43.053,81.042,51.477,54.028,54.131,76.132,82.574,85.262,81.749,92.741,54.959,67.301,50.09,30.475,39.737,84.595,60.774,65.835,52.837,59.312,52.866,72.085,61.956,57.717,41.578
