Inf,Inf,Inf,Inf,Inf
0.16878,0.084094,0.0069397,0.01605,0.0089391
0.17385,0.059446,0.010217,-0.028725,-0.0027372
0.22185,0.0036869,0.0043386,-0.018952,0.021569
0.17476,0.083495,0.039687,-0.02108,-0.0036319
0.22126,0.00087636,0.0035021,-0.018464,0.021278
0.22085,0.0020776,0.0044565,-0.018342,0.020897
0.19646,0.093895,0.060559,-0.035315,0.015606
0.20574,-0.13737,-0.042842,0.0032188,0.019482
0.20531,-0.13693,-0.042274,0.0032233,0.019222
0.20535,-0.13833,-0.043256,0.003607,0.019309
0.2048,-0.13864,-0.043684,0.0038476,0.019141
0.19332,-0.033841,-0.0040953,-0.032086,0.023768
0.20478,-0.13889,-0.043588,0.0039146,0.019084
-0.049442,-0.15949,0.057222,0.084632,-0.053757
-0.054722,-0.15825,0.060051,0.085326,-0.053983
-0.18151,-0.089237,0.056775,0.03918,-0.041387
0.19607,0.093535,0.060574,-0.035529,0.01565
0.19493,0.095747,0.062225,-0.034849,0.014631
0.095507,-0.058631,-0.075489,-0.035827,-0.032051
0.18206,-0.061004,-0.04439,-0.031424,0.0082845
-0.13448,0.030184,-0.078314,-0.065117,-0.097007
-0.14593,0.027393,-0.091155,-0.084972,-0.10885
-0.12149,0.019861,-0.085111,-0.082905,-0.10265
-0.25389,-0.0097527,-0.0074612,-0.058679,0.01877
-0.25299,-0.0090349,-0.0090999,-0.059624,0.017854
-0.25826,0.016224,-0.024637,-0.0013094,0.066142
-0.27257,-0.03896,0.052604,-0.0085485,0.029111
-0.27283,-0.038688,0.05218,-0.0089492,0.029312
0.032143,0.077563,-0.1071,0.10923,0.021158
-0.00095761,0.15692,-0.071962,0.15265,-0.0086177
-0.0023476,0.15646,-0.073364,0.1532,-0.0079906
-0.18895,0.065393,-0.092701,0.032706,0.048814
-0.20194,0.047463,-0.085055,-0.019463,0.024124
-0.050206,0.098557,0.018865,-0.017312,-0.049487
-0.25603,0.017902,-0.026867,0.00049961,0.066902
-0.25385,-0.010106,0.024141,-0.032922,0.050218
-0.086638,0.013921,0.10599,0.05513,-0.034462
0.057716,0.071972,0.099895,-0.0056166,-0.0028574
0.12546,0.11795,0.079399,-0.019777,-0.024299
0.10491,0.10314,0.057359,-0.0067852,-0.033852
-0.2509,-0.01076,0.026139,-0.0311,0.049249
-0.26887,-0.041251,0.056154,-0.0045992,0.026452
-0.10483,-0.10364,0.077977,0.083338,-0.060154
Inf,Inf,Inf,Inf,Inf
0.16131,0.096154,0.0086628,0.024373,0.012832
0.16333,0.07515,0.010028,-0.018353,-0.0064248
0.22728,0.02433,0.020557,-0.02868,0.028206
0.16438,0.10521,0.042386,-0.0043982,7.1573e-05
0.22752,0.020079,0.01958,-0.029029,0.028181
0.22697,0.020524,0.020601,-0.029196,0.027729
0.22702,0.02364,0.021974,-0.029351,0.027764
0.22824,-0.12072,-0.030975,0.0031829,0.029063
0.22763,-0.12096,-0.030634,0.0033564,0.028687
0.22804,-0.12142,-0.031446,0.0034241,0.02895
0.22769,-0.12147,-0.032012,0.0035466,0.028798
0.22826,-0.11968,-0.030387,0.0027885,0.029063
0.22753,-0.12172,-0.03196,0.0036312,0.028689
-0.024989,-0.14623,0.056559,0.071825,-0.050123
-0.028561,-0.14541,0.057926,0.072413,-0.050167
-0.28291,-0.038336,0.05925,0.0085636,0.03319
0.18995,-0.019597,0.0032084,-0.014123,0.011933
0.16607,0.090846,0.05637,-0.01123,-0.0035439
0.10948,-0.04475,-0.096266,-0.02474,-0.044129
0.11027,-0.045735,-0.095989,-0.02471,-0.043724
-0.14567,0.032626,-0.079426,-0.06537,-0.085674
-0.15269,0.028318,-0.099918,-0.082808,-0.10054
-0.12527,0.024261,-0.099864,-0.070846,-0.099319
-0.25592,-0.004303,-0.015299,-0.047976,0.019363
-0.25544,-0.003567,-0.017104,-0.048915,0.018647
-0.2576,0.0017716,-0.0043486,-0.040827,0.023126
-0.28645,-0.035919,0.05554,0.0047162,0.035824
-0.28647,-0.035899,0.055498,0.0046678,0.035804
0.050941,0.066494,-0.098091,0.11428,0.015301
0.043567,0.070504,-0.10402,0.11974,0.019788
0.015221,0.15135,-0.0082934,0.10262,-0.027963
-0.18607,0.050938,-0.06886,0.032405,0.039152
-0.20917,0.029502,-0.0674,-0.069995,-0.033675
-0.12142,0.10339,0.028089,-0.018822,0.00093716
-0.2467,0.01951,-0.016065,0.013043,0.052152
-0.26019,-0.0031612,0.014293,-0.02769,0.057603
-0.066983,0.035113,0.12455,0.045169,-0.052273
0.037161,0.077019,0.1135,-0.0027608,-0.020295
0.10075,0.13012,0.096329,-0.0023848,-0.040579
0.093642,0.12377,0.074337,-0.00068395,-0.033106
-0.25647,-0.0037085,0.015718,-0.026139,0.056818
-0.28261,-0.038395,0.059353,0.0087655,0.033079
-0.030638,-0.078206,0.029886,0.090025,-0.087485
