43527,66602,47245,26926,38643,14399,4639.5,7770.1,494.1,1054.3,1069.3,264.05,182.74,87.111,0,1943.8,1429.9,1397.5,3592.3,2402.4,2103,4362.4,5505.1,1676.6,6439.6,3799.2,4527.9,3715.5,15650,22632,3470.5,3552.7,7609,1463.6,4448,7195.2,2766.3,8011.2,6010.6,4513.5,1613.1,909.58,3918.4,1242.9,6995.2,1077.2,9945.2,4609.4,1889.4,1515.5,1875.2,3961.5,7912.2,1440.5,1515.3,9991.4,996.95,2570.9,357.29,738.52,5680.1,2861.8,3268.9,772.86,2214,0,335.63,27.864,77.208,25.289,47.958,101.79,117.61,166.03,266.49,50.134,114.54,209.69,292.14,553.56,231.95,1244.9,97.25,80.972,62.676,403.85,861.05,649.18,493.91,209.22,193,366.81,187.06,733.42,26.812,84.275,301.5,236.34,125.17,174.67,190.06,346.13,1363.3,572.7,1016.1,149.16,153.75,42.908,168.23,27.517,80.22,104.1,428.15,269.79,422.54,715.3
0,24106,1.1864e+05,43312,712.24,795.28,3393.4,428.58,2701.7,442.71,191.78,22.672,18.341,1350.6,0,112.04,66.495,68.113,83.406,78.853,80.154,174.03,179.23,58.101,371.42,308.33,2812.7,1725.2,5572.7,9932.9,278.36,680.35,603.5,255.25,793.97,1224.8,4616.6,5277.8,498.11,6884.4,7370.5,4093.6,9013,532.41,5368.4,24326,961.42,349.25,283.79,5387.4,161.14,1373.6,534.94,161.28,157.29,765.11,14752,19386,13087,12268,20247,3487.2,4873.5,99.87,414.74,0,33.649,2.3039,11.648,4.6412,2.3311,1.6508,7.1188,5.8116,24.352,24.263,72.974,139.52,197.46,295.25,41.557,740.11,10.546,33.475,17.627,35.067,108.8,723.97,392.73,18.799,35.499,455.13,68.332,731.44,3545.7,31.102,37.052,18.473,2117.7,673.23,1138,522.11,268.91,1152.2,55.96,21.493,26.993,5.7187,10.419,423.48,369.79,3617.4,1859.3,537.05,10.135,36.534
0,0,35459,27642,2316.6,5205.5,14155,1270.5,508.61,691.2,444.98,100.25,83.137,64.38,0,1098.2,1291.8,1093.2,2794.3,1908,1256.3,3476.8,3954,1364.6,4799,6547.3,9079.7,4636.4,18180,16928,4131.1,2812.4,5389,1048.5,2607.7,3997.9,4201.6,11153,4223.4,16700,7674.8,2655.5,5377.7,778.94,7927.2,17116,14729,4483.2,1686.6,3243.3,1288.4,1970,8940,2539.5,2425.8,8187.9,8361.8,11023,3361.6,4675.3,11656,3968.5,4638.5,482.8,1606.3,0,160.76,13.168,57.069,16.946,19.436,66.595,80.545,125.19,202.6,40.504,124.49,224.39,334.83,438,138.83,1003.6,73.409,57.899,43.377,292.07,555.23,996.92,632.92,124.12,117.37,446.23,149.14,1026.5,226.28,57.648,202.09,183.69,666.88,445.05,671.26,573.18,860.47,895.9,671.62,131.51,109.86,29.227,121.97,134.6,236.97,865.7,1216.9,502.47,228.01,529.05
0,0,0,1559.4,1270.8,3778.3,4632.5,1350.2,209.02,400.47,428.39,90.338,61.395,13.951,0,373.92,84.934,70.302,191.1,125.04,129.17,418.93,532.33,163.38,1001,1293.4,3264,3033.4,10802,11734,483.19,1560.6,1690.9,507.86,1161.7,2097,1906.9,6024.8,1629.6,435.32,1047.2,474.42,1892.3,458.89,4231.2,680.66,962.61,408.81,683.39,737.14,320.89,1019.8,481.84,213.28,294.48,2030.8,346.28,1148.8,132.77,233.27,2695.9,1682.8,1728,105.87,450.63,0,191.7,6.4824,13.061,6.5296,6.2415,15.328,21.145,28.626,55.127,20.051,72.371,137.88,213.93,307.51,70.566,687.93,22.86,37.965,19.987,91.267,195.99,421.18,324.41,41.511,39.036,154.53,73.592,460.15,10.775,24.012,57.886,46.642,48.837,84.238,94.006,195.04,358.05,287.15,161.74,29.97,29.404,11.094,33.081,10.929,41.862,60.186,238.27,155.36,36.887,117.39
0,0,0,0,19992,9010.8,80.963,386.74,37.953,152.54,135.27,78.195,35.737,1.5086,0,35012,1255.6,3330.6,1131,960.17,7868.1,998.08,1591.5,746.59,347.49,138.83,78.602,63.357,278.41,393.5,3057.8,87.203,948.95,37.372,328.42,279.77,39.449,64.159,285.78,427.8,39.067,12.379,168.24,66.25,46.779,227.04,34694,2436.8,121.06,35.937,626.68,682.54,2377.4,190.72,214.09,1290.7,49.141,38.508,24.057,20.493,70.047,14.064,16.341,5053.9,921.35,0,87.579,49.252,57.596,49.243,69.446,232.77,122.44,264.95,41.961,6.181,2.8347,5.7665,4.9796,22.819,20.059,33.988,43.735,5.2782,3.4331,148.97,101.36,7.7786,13.284,25.47,14.363,29.015,13.361,11.634,1.2221,23.144,29.694,65.12,2.1932,1.8112,2.5764,3.5817,143.74,5.4503,277.52,28.77,32.491,10.43,27.172,1.4882,1.3068,2.3793,5.8411,4.0507,515.66,171.15
0,0,0,0,0,885,523.79,171.33,11.905,70.643,49.192,13.536,9.851,1.2728,0,996.66,521.93,522.5,818.02,591.39,421.72,844.85,821.09,294.39,351.52,69.999,52.587,42.341,150.17,182.78,1586.5,44.433,596.77,16.519,213.14,88.642,25.24,37.122,196.11,547.55,19.648,5.2569,15.085,19.042,25.883,584.67,28808,2459.5,90.484,19.718,235.77,171.92,3280.3,559.99,449.19,1189.3,52.393,27.462,17.714,15.226,22.287,9.3499,10.558,84.45,210.59,0,28.965,2.0082,7.748,2.9885,4.4636,7.5566,16.707,21.356,18.84,3.9237,1.03,4.0417,2.379,7.3257,6.6725,16.767,11.119,4.2635,4.9338,50.058,62.772,6.1814,4.5796,11.702,7.002,12.337,3.2082,2.2787,3.5697,8.1487,16.733,34.96,1.4987,0.8731,0.6733,1.7177,87.853,4.3455,107.22,13.569,18.332,4.7094,19.567,0.43092,0.30842,1.4716,1.5856,3.4926,53.812,89.419
0,0,0,0,0,0,1500.6,32.914,145.98,28.669,11.204,0.95211,3.4558,111.74,0,100.61,48.059,57.963,64.04,46.389,53.914,68.6,60.913,16.122,45.072,11.963,37.831,8.8636,52.636,61.388,169.87,10.915,41.448,2.5479,18.282,12.347,36.98,40.536,23.388,1004.3,87.549,27.432,945.51,7.3586,35.218,21618,1337.6,315.65,9.6093,115.76,19.752,52.533,561.65,105.97,66.556,97.409,1181.9,745.8,3780.4,1304.4,347.41,22.464,22.518,9.7026,29.564,0,1.4613,0,0.39726,0.15779,0,0.37659,0.64939,4.7612,1.3998,0.43828,0,0.34842,0.49208,0.73268,0.85865,1.9976,2.3537,0.83911,0.62923,1.9735,7.0208,2.9766,1.8102,1.4848,1.1663,3.0076,0.68359,3.8804,133,1.258,1.6017,3.4091,84.267,8.3955,17.397,1.692,6.8806,10.914,5.1096,1.2131,0.769,0,1.6756,14.813,8.4668,103.89,24.408,1.9604,4.9561,9.6715
0,0,0,0,0,0,0,39540,82997,40199,28854,32964,13943,3553.2,0,504.61,20.178,34.882,42.929,33.956,123.49,85.171,302.64,156.75,320.48,137.52,193.97,418.8,952.57,1386.5,161.17,194.44,780.99,95.106,803.49,539.32,346.29,696.44,341.7,231.5,117.31,128.85,770.42,267.42,660.35,59.992,179.25,168.65,171.44,324.43,382.96,661.06,138.85,99.406,79.908,565.78,31.966,190.25,75.811,55.449,619.52,270.54,261.26,316.08,845.41,0,2495.6,2273.5,2395.6,3093.7,1579.2,3067.9,3181.1,3246.1,3944.5,954.12,2096.5,2574.8,900.08,10153,6151.5,22106,2973.6,1107.9,1077,5468.9,9901.3,3503.4,5893.1,1133.3,1910.2,5279.2,1827.5,7946.8,441.1,9442.6,1166.1,3022.4,982.12,1630.8,2009.7,2102.3,4085.3,3522.8,5149.8,1384.6,5361.8,2539.4,1693.6,1084.8,2021,451.69,4502.6,3206.3,709.8,2178
0,0,0,0,0,0,0,0,30453,1.2781e+05,48579,935.08,1537.3,2503.1,0,74.519,2.2817,1.5346,4.5011,2.7195,4.8895,11.511,23.7,13.575,28.027,25.77,129.43,345.74,626.66,847.14,24.602,102.92,83.412,34.989,124.15,107.9,482.87,701.18,73.977,148.6,198.69,462.97,1713.3,129.08,761.14,4968.6,37.767,13.898,34.061,948.47,31.852,232.82,16.269,8.8095,14.468,91.059,510.08,1925.7,4848.2,2980.7,2623.8,445.79,496.62,17.678,114,0,221.44,189.94,347.7,193.92,115.75,144.53,155.61,133.03,645.12,660.85,3400.3,1307.4,650.16,4151.7,1324,12466,265.05,301.51,254.26,559.73,2196.3,12566,3715.1,292.96,338.75,26388,962.92,7405.2,23338,2258.9,437.64,318.27,15921,6328.2,7499.6,3545.4,1528.5,8354.3,540.17,273.41,922.05,507.93,293.13,24587,12528,17307,13550,5372.1,105.82,321.9
0,0,0,0,0,0,0,0,0,27552,19936,2232.6,7978.5,11202,0,199.26,19.099,21.982,39.882,38.295,102.64,85.344,275.74,178.04,252.8,87.292,208.76,582.73,934.11,1202.6,137.03,156.72,765.08,64.732,672.4,373.43,611.41,954.03,274.22,250.26,181.18,328.29,1355,212.09,933.94,210.29,95.733,188.88,182.24,770.98,421.6,503.43,108.42,94.053,72.561,580.96,102.99,620.85,458.83,367.62,1550.2,462.94,442.77,252.34,825.59,0,1401.7,1884.2,2960.5,3214.8,1438.4,2064.2,2980.6,2962.7,4685.7,4743,6520.3,3433.9,1289.6,14015,4465.1,18458,2942.9,1279.2,1299.7,4603,6798,6848.8,7290.5,2262.8,2792.1,22328,1215.5,8415.3,11493,17613,2016.4,3038.6,6822.2,3847,5322,3716.5,2174.5,4921.3,4037.4,1997,6474.6,4520.9,2189,9614.9,9465.2,5004.1,9410.5,5300.8,555.15,1878.5
