Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0.15433,0.049684,0.055075,-0.094549,0.0014015,0.032351,-0.029645,0.025448
0.090191,0.027563,0.12208,0.0062436,-0.044137,-0.0073433,0.02585,0.015758
-0.026056,0.031365,0.053437,0.061428,0.10408,-0.038219,-0.071741,-0.046697
-0.01324,0.023331,0.059866,0.064242,0.090054,-0.040229,-0.068437,-0.054766
-0.023839,-0.15677,-0.0094504,-0.014741,-0.013969,-0.044042,-0.027824,0.024276
-0.011395,-0.15393,0.0001517,0.0057902,0.027641,0.038577,0.022517,-0.017117
-0.018342,-0.15338,-0.0041725,-0.0062992,0.0066564,-0.0144,-0.0084289,0.0054126
-0.026057,-0.15466,-0.01102,-0.016946,-0.020391,-0.048134,-0.031289,0.025899
-0.10393,0.073844,0.00016489,0.0056805,0.054833,0.0014926,0.020715,0.062303
-0.068585,-0.04285,-0.019658,-0.033639,-0.06615,-0.045505,-0.0389,-0.012374
-0.09004,0.068502,0.0041468,0.013057,0.064754,0.0039329,0.022079,0.062691
0.0033194,-0.099986,-0.00021998,0.038427,0.026905,0.10081,0.031501,-0.039252
0.06423,0.018642,0.13164,0.042344,-0.052923,-0.02575,0.047164,0.0067155
-0.12936,0.090454,-0.011337,-0.013114,0.024111,0.012687,0.033067,0.04926
-0.017833,0.025776,0.055491,0.063801,0.10296,-0.040294,-0.078612,-0.056806
-0.13762,0.086764,-0.025092,-0.040817,-0.051771,0.015686,0.017478,-0.022482
-0.012871,0.022465,0.056021,0.061743,0.090275,-0.038341,-0.070879,-0.055317
0.02974,-0.013783,-0.035271,0.09342,-0.016888,0.068672,-0.024726,-0.0015073
-0.11448,0.054379,-0.023284,-0.037948,-0.061013,-0.0040052,-0.003932,-0.02424
-0.10965,0.05132,-0.023125,-0.038329,-0.06758,-0.003925,-0.0076131,-0.034892
-0.020853,-0.15451,-0.0076921,-0.0091836,-0.0044428,-0.019933,-0.012594,0.016068
-0.083495,0.062485,-0.00010931,0.0037213,0.029147,0.0083267,0.013727,0.019628
0.046307,0.0054475,-0.061759,0.11061,-0.029523,0.043899,-0.030674,0.012754
-0.13021,0.073873,-0.025894,-0.043287,-0.06562,0.007765,0.0055931,-0.034491
-0.057709,-0.077696,-0.015272,-0.025408,-0.034688,-0.04774,-0.028354,0.01985
0.063027,0.020446,-0.085918,0.11624,-0.031046,0.010682,-0.024657,0.016814
0.074828,0.02506,-0.098789,0.11103,-0.024798,-0.0051417,-0.010437,0.0081048
0.10853,0.033365,-0.097363,0.031161,0.019114,-0.051233,0.045651,-0.02925
0.12125,0.037284,-0.085269,0.0027737,0.026329,-0.050093,0.046322,-0.030168
0.11882,0.036379,-0.085851,0.0046561,0.026504,-0.051189,0.047534,-0.031077
0.1575,0.050809,0.057694,-0.097638,0.00093906,0.03403,-0.031079,0.02676
0.079646,0.025883,-0.10679,0.11911,-0.026694,-0.0032279,-0.010316,0.0082831
0.15379,0.049517,0.063931,-0.091447,-0.0025709,0.031586,-0.027266,0.026346
-0.022105,-0.17135,-0.0081005,-0.010001,-0.0019129,-0.013394,-0.0090071,0.013086
-0.077282,-0.015946,-0.020809,-0.035275,-0.07223,-0.036207,-0.034691,-0.023618
0.0012771,-0.099516,-6.1073e-06,0.033813,0.022863,0.087054,0.025282,-0.032336
0.057683,0.016437,0.12503,0.044985,-0.049839,-0.026378,0.045762,0.0045948
0.06109,0.017443,0.12791,0.043324,-0.051498,-0.026173,0.047133,0.0056004
0.12749,0.039445,-0.059539,-0.01873,0.023765,-0.035377,0.03314,-0.021084
0.15918,0.05124,0.052103,-0.096995,0.0034804,0.029063,-0.025833,0.02306
-0.13234,0.084974,-0.023538,-0.037779,-0.048447,0.016368,0.016989,-0.022777
-0.13635,0.088407,-0.021808,-0.034014,-0.032533,0.01513,0.021782,-0.0037283
-0.12975,0.090531,-0.015585,-0.019561,0.0074811,0.017724,0.036397,0.037623
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
0.15649,0.050284,0.049701,-0.095955,0.00441,0.029098,-0.02641,0.022513
0.1537,0.049555,0.061701,-0.094995,-0.0011789,0.035666,-0.032668,0.028154
-0.039817,-0.11809,-0.013541,-0.023496,-0.034464,-0.062089,-0.040681,0.023243
-0.013481,-0.13305,-0.0013795,0.0013305,0.012555,-0.0025701,-0.004968,-0.0033997
-0.017552,-0.16513,-0.0051587,-0.0033851,0.0097876,0.010391,0.0057021,0.0018199
-0.0058983,-0.13806,0.00081689,0.018538,0.030263,0.070636,0.031014,-0.029266
