Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf
-0.13036,-0.062132,0.059425,-0.074026,-0.0069872,0.035375,-0.021793,-0.0093554
-0.084259,-0.057693,0.020177,-0.010439,0.0044233,-0.019491,0.023328,-0.019668
0.026153,-0.039596,-0.074966,0.044977,-0.0017835,0.0099995,-0.017388,-0.077788
-0.039042,-0.029046,-0.014235,0.038221,-0.00051983,-0.054476,0.074578,-0.035694
0.0077002,-0.03132,-0.068869,0.072813,0.0087953,0.04157,0.0015242,-0.056378
-0.012755,-0.030569,-0.047342,0.066125,0.0073115,-0.014571,0.0077179,-0.040927
-0.017362,-0.025364,-0.044199,0.062107,-0.035668,-0.012075,0.028932,-0.066588
0.04943,-0.036405,-0.07861,0.019495,-0.023431,0.021009,-0.0071413,-0.079555
0.0073483,-0.027495,-0.065961,0.067961,-0.013619,0.038688,0.0063319,-0.067667
0.013894,-0.030141,-0.072935,0.069989,-0.01696,0.068298,0.0057303,-0.047174
0.021382,-0.026201,-0.061392,0.04565,-0.021633,0.058893,0.01902,-0.008842
-0.012105,0.0038215,-0.031714,0.037208,-0.056845,-0.016005,0.045069,0.0083004
0.042494,-0.022097,-0.052157,0.010668,-0.051241,0.042535,0.03282,-0.0069289
0.026359,0.02847,0.012034,0.0028935,-0.04555,0.0088595,0.030443,0.024305
0.042033,0.0017366,0.028937,0.013637,-0.039151,0.017122,0.030146,0.014092
0.10031,-0.016867,0.012451,-0.038794,-0.017006,0.00026512,0.022915,0.0050409
-0.053234,-0.010474,-0.0010123,0.012451,0.013738,-0.046575,0.087733,0.0049841
-0.08128,0.1407,-0.0031412,-0.049431,0.015481,0.015966,-0.021483,-0.0040327
-0.023556,0.046936,-0.036905,0.037653,-0.061509,-0.029493,-0.029179,0.02752
0.039947,-0.021793,-0.05658,0.0106,-0.059748,-0.026637,-0.0186,0.021879
0.11096,-0.04357,-0.064708,-0.087704,0.0059924,-0.024024,-0.0038606,-0.0079126
0.1129,-0.045096,-0.066268,-0.087516,-0.0011226,-0.027753,-0.0064451,-0.0063445
0.11647,-0.048499,-0.069653,-0.098058,0.0097939,-0.037434,-0.011716,0.0017623
0.11926,-0.034639,-0.035727,-0.085501,-0.0096233,-0.015837,0.014437,0.0058576
0.1114,-0.038695,-0.052768,-0.088226,-0.0032335,-0.024912,0.0020517,-0.0021179
0.093626,0.013853,0.14928,0.061544,0.0079332,0.011064,0.0018482,0.00055436
0.093648,0.013137,0.13648,0.047625,0.0083404,0.015954,0.014321,0.00065084
0.085532,0.022508,0.11553,0.032901,0.003636,0.018124,0.020917,0.003169
-0.13703,-0.055556,0.064099,-0.085721,-0.0048404,0.048448,-0.029244,-0.0024533
-0.14038,-0.051669,0.063868,-0.086602,-0.0034015,0.046087,-0.025997,-0.0049365
-0.13755,-0.048517,0.06288,-0.087194,-0.0042962,0.050788,-0.0299,-0.002302
-0.082724,-0.05516,0.020122,-0.0026796,0.015806,-0.058516,0.059032,-0.022489
0.030464,-0.03894,-0.042008,-0.013586,0.015624,-0.068617,-0.027736,-0.018583
-0.082405,-0.048796,0.019964,-0.0065084,0.019234,-0.055713,0.058124,-0.018089
